,id_feu,siniestro_fecha,siniestro_hora,zona_ocurrencia,via_publica,nombre_via,altura_km,entre_calle_1,latitud,longitud,ilesos,heridos,fallecidos,vehiculos,peatones,tipo_siniestro_unico,cantidad_de_involucrados,cono_de_vision,material_de_la_calzada,estado_de_la_calzada,estado_fisico_ambiental,barreras_de_seguridad,luminosidad,luz_artificial,estado_ambiental,semaforo,tipo_involucrado
82,217517,2024-06-01,20:08:00,Urbana,Avenida,AV INDEPENDENCIA,5000,GODOY CRUZ,,,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Noche,NO,Despejado,Funciona,Automóvil
83,229676,2024-06-01,13:35:00,Urbana,Calle,RAMON CARRILLO,1500,GOB VELAZCO,,,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Camioneta/Utilitario
84,229676,2024-06-01,13:35:00,Urbana,Calle,RAMON CARRILLO,1500,GOB VELAZCO,,,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Automóvil
85,216587,2024-06-01,13:40:00,Urbana,Avenida,AV ARMENIA,800,,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,S/D,Automóvil
86,216587,2024-06-01,13:40:00,Urbana,Avenida,AV ARMENIA,800,,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,S/D,Motocicleta
87,229675,2024-05-30,17:35:00,Urbana,Calle,RECONQUISTA,3100,ALTE BROWN,,,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Automóvil
88,229675,2024-05-30,17:35:00,Urbana,Calle,RECONQUISTA,3100,ALTE BROWN,,,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Automóvil
89,223342,2024-05-30,12:00:00,Urbana,Avenida,AV 3 DE ABRIL,435,,,,1,0,0,1,0,Choque,1,,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Automóvil
90,220451,2024-05-30,10:00:00,Urbana,Calle,URUGUAY,900,JUNIN,,,2,0,0,2,0,Choque,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Automóvil
91,220451,2024-05-30,10:00:00,Urbana,Calle,URUGUAY,900,JUNIN,,,2,0,0,2,0,Choque,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Automóvil
92,232244,2024-05-28,21:40:00,Urbana,Avenida,MAIPU,3800,GUAYQUIRARO,-2.751.370,-5.880.736,2,0,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,,,Noche,,S/D,,Automóvil
93,232244,2024-05-28,21:40:00,Urbana,Avenida,MAIPU,3800,GUAYQUIRARO,-2.751.370,-5.880.736,2,0,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,,,Noche,,S/D,,Automóvil
94,217484,2024-05-21,22:00:00,Urbana,Avenida,AV PEDRO FERRE,2950,BANDA CENTRAL SUR,,,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Noche,NO,,Funciona,Automóvil
95,217484,2024-05-21,22:00:00,Urbana,Avenida,AV PEDRO FERRE,2950,BANDA CENTRAL SUR,,,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Noche,NO,,Funciona,Automóvil
96,224095,2024-05-19,12:15:00,Urbana,Calle,FRANCIA,1200,ESTADO DE ISRAEL,,,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Transporte de carga
97,224095,2024-05-19,12:15:00,Urbana,Calle,FRANCIA,1200,ESTADO DE ISRAEL,,,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Motocicleta
98,217516,2024-05-19,7:05:00,Urbana,Avenida,AV MAIPU,200,GRAL PAZ,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Automóvil
99,217516,2024-05-19,7:05:00,Urbana,Avenida,AV MAIPU,200,GRAL PAZ,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Motocicleta
100,229164,2024-05-18,13:25:00,Urbana,Avenida,AV ARTIGAS,1100,BOLIVAR,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Automóvil
101,229164,2024-05-18,13:25:00,Urbana,Avenida,AV ARTIGAS,1100,BOLIVAR,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Motocicleta
102,233471,2024-05-18,7:10:00,Urbana,Avenida,AV FERRE,1800,JUJUY,-2.747.657,-5.882.877,2,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,,Asfalto,Noche,NO,Nublado,Funciona,Motocicleta
103,233471,2024-05-18,7:10:00,Urbana,Avenida,AV FERRE,1800,JUJUY,-2.747.657,-5.882.877,2,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,,Asfalto,Noche,NO,Nublado,Funciona,Automóvil
104,220441,2024-05-14,10:40:00,Urbana,Calle,IBERÁ,1100,AV IV CENTENARIO,,,1,1,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Motocicleta
105,220441,2024-05-14,10:40:00,Urbana,Calle,IBERÁ,1100,AV IV CENTENARIO,,,1,1,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Automóvil
106,229163,2024-05-12,22:40:00,Urbana,Calle,MARIANO MORENO,1353,CATAMARCA,,,2,0,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,Mojada,,Noche,NO,Lluvia,Funciona,Automóvil
107,229163,2024-05-12,22:40:00,Urbana,Calle,MARIANO MORENO,1353,CATAMARCA,,,2,0,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,Mojada,,Noche,NO,Lluvia,Funciona,Automóvil
108,233742,2024-05-12,8:40:00,Urbana,Calle,BUENOS AIRES,1080,JUJUY E IRIGOYEN.,-2.746.898,-5.884.063,0,1,0,1,0,Caída desde vehículo,1,,Asfalto,Apto,S/D FisicoAmbiental,Asfalto,Día,,Despejado,Sin Semáforo,Motocicleta
109,233576,2024-05-11,12:05:00,Urbana,Avenida,AV LIBERTAD,5200,LA PRIDA,-2.746.608,-5.878.697,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Funciona,Motocicleta
110,233576,2024-05-11,12:05:00,Urbana,Avenida,AV LIBERTAD,5200,LA PRIDA,-2.746.608,-5.878.697,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Funciona,Automóvil
111,231250,2024-05-11,8:00:00,Urbana,Calle,SUIZA,3200,CORNELIO SAAVEDRA,-2.747.596,-5.881.167,1,2,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Sin Semáforo,Camioneta/Utilitario
112,231250,2024-05-11,8:00:00,Urbana,Calle,SUIZA,3200,CORNELIO SAAVEDRA,-2.747.596,-5.881.167,1,2,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Sin Semáforo,Motocicleta
113,217485,2024-05-11,19:40:00,Urbana,Calle,HIPOLITO YRIGOYEN,1600,ESPAÑA,,,2,0,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Nublado,Funciona,Motocicleta
114,217485,2024-05-11,19:40:00,Urbana,Calle,HIPOLITO YRIGOYEN,1600,ESPAÑA,,,2,0,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Nublado,Funciona,Automóvil
115,233474,2024-05-11,10:10:00,Urbana,Calle,MEXICO,600,FELIPE CABRAL,-2.746.594,-5.881.413,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,,Asfalto,Día,,Despejado,Sin Semáforo,Motocicleta
116,233474,2024-05-11,10:10:00,Urbana,Calle,MEXICO,600,FELIPE CABRAL,-2.746.594,-5.881.413,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,,Asfalto,Día,,Despejado,Sin Semáforo,Transporte de carga
117,220961,2024-05-11,15:00:00,Urbana,Avenida,AV 3 DE ABRIL,1200,MENDOZA,-2.747.562,-5.883.645,0,2,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Funciona,Automóvil
118,220961,2024-05-11,15:00:00,Urbana,Avenida,AV 3 DE ABRIL,1200,MENDOZA,-2.747.562,-5.883.645,0,2,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Funciona,Automóvil
119,233607,2024-05-11,8:45:00,Urbana,Avenida,AV INDEPENDENCIA,4400,MEDRANO,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Automóvil
120,233607,2024-05-11,8:45:00,Urbana,Avenida,AV INDEPENDENCIA,4400,MEDRANO,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Motocicleta
121,232105,2024-05-10,17:20:00,Urbana,Avenida,Av. Independencia,3630,BANDA CENTRAL NORTE,-2.747.955,-5.880.755,3,0,0,3,0,Otro,3,,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Funciona,Automóvil
122,232105,2024-05-10,17:20:00,Urbana,Avenida,Av. Independencia,3630,BANDA CENTRAL NORTE,-2.747.955,-5.880.755,3,0,0,3,0,Otro,3,,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Funciona,Automóvil
123,232105,2024-05-10,17:20:00,Urbana,Avenida,Av. Independencia,3630,BANDA CENTRAL NORTE,-2.747.955,-5.880.755,3,0,0,3,0,Otro,3,,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Funciona,Automóvil
124,228592,2024-05-09,7:50:00,Urbana,Avenida,AV GOBERNADOR RUIZ,2700,COLOMBIA,,,0,2,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Motocicleta
125,228592,2024-05-09,7:50:00,Urbana,Avenida,AV GOBERNADOR RUIZ,2700,COLOMBIA,,,0,2,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Motocicleta
126,229002,2024-05-07,17:18:00,Urbana,Avenida,AV GDOR PUJOL,2.200,PELLEGRINI,-2.746.649,-5.882.273,1,1,0,2,0,Colisión entre vehículos,2,S/D,,Apto,Mojada,Asfalto,Día,,Lluvia,Sin Semáforo,Automóvil
127,229002,2024-05-07,17:18:00,Urbana,Avenida,AV GDOR PUJOL,2.200,PELLEGRINI,-2.746.649,-5.882.273,1,1,0,2,0,Colisión entre vehículos,2,S/D,,Apto,Mojada,Asfalto,Día,,Lluvia,Sin Semáforo,Bicicleta
128,222692,2024-05-02,12:30:00,Urbana,Calle,ITUZAINGO,1100,BOLIVAR,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,,Sin Semáforo,Camioneta/Utilitario
129,222692,2024-05-02,12:30:00,Urbana,Calle,ITUZAINGO,1100,BOLIVAR,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,,Sin Semáforo,Motocicleta
130,224093,2024-04-27,13:15:00,Urbana,Calle,LAVALLE,700,GOB CASTILLO,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Automóvil
131,224093,2024-04-27,13:15:00,Urbana,Calle,LAVALLE,700,GOB CASTILLO,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Motocicleta
132,220447,2024-04-08,7:30:00,Urbana,Calle,MEDRANO,2600,PITAGORAS,,,2,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Motocicleta
133,220447,2024-04-08,7:30:00,Urbana,Calle,MEDRANO,2600,PITAGORAS,,,2,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Motocicleta
134,217481,2024-04-07,20:30:00,Urbana,Calle,ZARAGOZA,200,,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Noche,NO,Despejado,S/D,Automóvil
135,217481,2024-04-07,20:30:00,Urbana,Calle,ZARAGOZA,200,,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Noche,NO,Despejado,S/D,Motocicleta
136,217502,2024-04-06,11:00:00,Urbana,Calle,GUTENBERG,2400,TTE CUNDOM,,,1,1,0,1,1,Atropello a peatón/es,2,,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Automóvil
137,217502,2024-04-06,11:00:00,Urbana,Calle,GUTENBERG,2400,TTE CUNDOM,,,1,1,0,1,1,Atropello a peatón/es,2,,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Peatón
138,228711,2024-04-04,19:09:00,Urbana,Avenida,AV CHACABUCO,1100,SAN MARTIN,-2.747.221,-5.881.314,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Asfalto,Noche,NO,Lluvia,Sin Semáforo,Motocicleta
139,228711,2024-04-04,19:09:00,Urbana,Avenida,AV CHACABUCO,1100,SAN MARTIN,-2.747.221,-5.881.314,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Asfalto,Noche,NO,Lluvia,Sin Semáforo,Motocicleta
140,226408,2024-04-01,12:10:00,Urbana,Calle,LA RIOJA,400,QUINTANA,,,2,0,0,2,0,Colisión entre vehículos,2,No obstruido,,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Camioneta/Utilitario
141,226408,2024-04-01,12:10:00,Urbana,Calle,LA RIOJA,400,QUINTANA,,,2,0,0,2,0,Colisión entre vehículos,2,No obstruido,,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Transporte de pasajeros
142,230865,2024-03-29,11:08:00,Urbana,Avenida,AV MAIPU,100,LAVALLE,-2.747.767,-5.883.023,2,0,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,Seca,Asfalto,Día,,,Funciona,Motocicleta
143,230865,2024-03-29,11:08:00,Urbana,Avenida,AV MAIPU,100,LAVALLE,-2.747.767,-5.883.023,2,0,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,Seca,Asfalto,Día,,,Funciona,Transporte de carga
144,216579,2024-03-28,3:30:00,Urbana,Avenida,AV MEDRANO,2400,,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Noche,NO,Despejado,S/D,Motocicleta
145,216579,2024-03-28,3:30:00,Urbana,Avenida,AV MEDRANO,2400,,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Noche,NO,Despejado,S/D,Motocicleta
146,231849,2024-03-28,18:00:00,Urbana,Calle,BUENOS AIRES,1400,MORENO,-2.747.288,-5.884.098,2,0,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Sin Semáforo,Automóvil
147,231849,2024-03-28,18:00:00,Urbana,Calle,BUENOS AIRES,1400,MORENO,-2.747.288,-5.884.098,2,0,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Sin Semáforo,Camioneta/Utilitario
148,231751,2024-03-27,0:21:00,Urbana,Calle,HEROES CIVILES,2100,LA MADRID,-2.748.151,-5.883.980,1,0,0,1,0,Choque,1,No obstruido,Asfalto,Apto,Seca,,Noche,NO,Despejado,Funciona,Automóvil
149,233473,2024-03-22,11:40:00,Urbana,Avenida,AV MAIPU,100,LAVALLE,-2.747.768,-5.883.028,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Funciona,Motocicleta
150,233473,2024-03-22,11:40:00,Urbana,Avenida,AV MAIPU,100,LAVALLE,-2.747.768,-5.883.028,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Funciona,Automóvil
151,215631,2024-03-20,12:50:00,Urbana,Avenida,AV PEDRO FERRE,2600,FERREIRA,,,2,3,0,3,0,Colisión entre vehículos,3,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Automóvil
152,215631,2024-03-20,12:50:00,Urbana,Avenida,AV PEDRO FERRE,2600,FERREIRA,,,2,3,0,3,0,Colisión entre vehículos,3,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Automóvil
153,215631,2024-03-20,12:50:00,Urbana,Avenida,AV PEDRO FERRE,2600,FERREIRA,,,2,3,0,3,0,Colisión entre vehículos,3,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Automóvil
154,215415,2024-03-19,8:10:00,Urbana,Avenida,AV TTE IBAÑEZ,1600,SARMIENTO,,,1,1,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Motocicleta
155,215415,2024-03-19,8:10:00,Urbana,Avenida,AV TTE IBAÑEZ,1600,SARMIENTO,,,1,1,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Automóvil
156,223346,2024-03-18,11:53:00,Urbana,Calle,BELGRANO,1700,JUJUY,,,1,1,0,2,0,,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Automóvil
157,223346,2024-03-18,11:53:00,Urbana,Calle,BELGRANO,1700,JUJUY,,,1,1,0,2,0,,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Bicicleta
158,232136,2024-03-17,6:00:00,Urbana,Avenida,AV MAIPU,600,LAS HERAS,-2.748.041,-5.882.805,0,2,0,1,0,Colisión entre vehículos,1,S/D,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Funciona,Motocicleta
159,220445,2024-03-16,11:15:00,Urbana,Calle,RECONQUISTA,1900,LAS HERAS,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Camioneta/Utilitario
160,220445,2024-03-16,11:15:00,Urbana,Calle,RECONQUISTA,1900,LAS HERAS,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Motocicleta
161,223338,2024-03-16,1:40:00,Urbana,Avenida,AV RAUL ALFONSIN,3500,GUEMES,,,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Noche,NO,Despejado,Funciona,Automóvil
162,223338,2024-03-16,1:40:00,Urbana,Avenida,AV RAUL ALFONSIN,3500,GUEMES,,,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Noche,NO,Despejado,Funciona,Motocicleta
163,233574,2024-03-16,12:15:00,Urbana,Avenida,AV ARTIGAS,1200,ESTADOS DE ISRAEL,-2.747.268,-5.881.891,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,,,Asfalto,Día,,Despejado,Sin Semáforo,Automóvil
164,233574,2024-03-16,12:15:00,Urbana,Avenida,AV ARTIGAS,1200,ESTADOS DE ISRAEL,-2.747.268,-5.881.891,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,,,Asfalto,Día,,Despejado,Sin Semáforo,Camioneta/Utilitario
165,232301,2024-03-15,17:00:00,Urbana,Calle,MISIONES,1340,,-2.747.132,-5.884.585,2,1,0,1,0,Vuelco (solo 1 participante),1,S/D,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Sin Semáforo,Automóvil
166,224097,2024-03-15,11:30:00,Urbana,Avenida,ROTONDA VIRGEN DE ITATI,5400,,,,1,1,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,Mojada,Ninguna,Día,,Lluvia,Sin Semáforo,Automóvil
167,224097,2024-03-15,11:30:00,Urbana,Avenida,ROTONDA VIRGEN DE ITATI,5400,,,,1,1,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,Mojada,Ninguna,Día,,Lluvia,Sin Semáforo,Bicicleta
168,233609,2024-03-14,6:40:00,Urbana,Calle,SALTA,1400,RIVADAVIA,,,2,0,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Motocicleta
169,233609,2024-03-14,6:40:00,Urbana,Calle,SALTA,1400,RIVADAVIA,,,2,0,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Automóvil
170,233745,2024-03-13,11:05:00,Urbana,Avenida,AV TTE IBAÑEZ,1350,,-2.748.573,-5.883.620,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,S/D,Motocicleta
171,233745,2024-03-13,11:05:00,Urbana,Avenida,AV TTE IBAÑEZ,1350,,-2.748.573,-5.883.620,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,S/D,Automóvil
172,229458,2024-03-13,11:00:00,Urbana,Avenida,CAZADORES CORRENTINOS,4200,LAS PIEDRAS,-2.748.724,-5.880.139,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Funciona,Automóvil
173,229458,2024-03-13,11:00:00,Urbana,Avenida,CAZADORES CORRENTINOS,4200,LAS PIEDRAS,-2.748.724,-5.880.139,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Asfalto,Día,,Despejado,Funciona,Motocicleta
174,224091,2024-03-13,0:45:00,Urbana,Avenida,AV JUAN RAMON VIDAL,2700,PITAGORAS,,,2,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,"Con charcos o inundada, Mojada",Ninguna,Noche,NO,Lluvia,Sin Semáforo,Otro
175,224091,2024-03-13,0:45:00,Urbana,Avenida,AV JUAN RAMON VIDAL,2700,PITAGORAS,,,2,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,"Con charcos o inundada, Mojada",Ninguna,Noche,NO,Lluvia,Sin Semáforo,Motocicleta
176,218231,2024-03-13,10:30:00,Urbana,Avenida,AV TENIENTE IBAÑEZ,600,ALBERDI,,,2,0,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Automóvil
177,218231,2024-03-13,10:30:00,Urbana,Avenida,AV TENIENTE IBAÑEZ,600,ALBERDI,,,2,0,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Automóvil
178,218226,2024-03-13,20:15:00,Urbana,Avenida,AV PEDRO FERRE,2500,AV ARTIGAS,,,2,1,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Ninguna,Noche,NO,Despejado,Funciona,Automóvil
179,218226,2024-03-13,20:15:00,Urbana,Avenida,AV PEDRO FERRE,2500,AV ARTIGAS,,,2,1,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Ninguna,Noche,NO,Despejado,Funciona,Motocicleta
180,232150,2024-03-12,13:45:00,Urbana,Calle,GASCON,2000,LAS HERAS,-2.748.576,-5.879.653,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,S/D,Día,,Despejado,Sin Semáforo,Motocicleta
181,232150,2024-03-12,13:45:00,Urbana,Calle,GASCON,2000,LAS HERAS,-2.748.576,-5.879.653,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,S/D,Día,,Despejado,Sin Semáforo,Camioneta/Utilitario
182,217477,2024-03-11,17:15:00,Urbana,Avenida,AV CHACABUCO,3000,AV INDEPENDENCIA,,,1,1,0,2,0,Colisión entre vehículos,2,No obstruido,,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Automóvil
183,217477,2024-03-11,17:15:00,Urbana,Avenida,AV CHACABUCO,3000,AV INDEPENDENCIA,,,1,1,0,2,0,Colisión entre vehículos,2,No obstruido,,Apto,Seca,Ninguna,Día,,Despejado,Funciona,Motocicleta
184,231275,2024-03-11,20:00:00,Urbana,Calle,CUBA,4959,,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Noche,NO,Despejado,S/D,Automóvil
185,231275,2024-03-11,20:00:00,Urbana,Calle,CUBA,4959,,,,1,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Noche,NO,Despejado,S/D,Motocicleta
186,232161,2024-03-09,12:15:00,Urbana,Calle,ITUZAINGO,999,HIPOLITO IRIGOYEN,-2.747.032,-5.881.902,2,0,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,,,Día,,,,Automóvil
187,232161,2024-03-09,12:15:00,Urbana,Calle,ITUZAINGO,999,HIPOLITO IRIGOYEN,-2.747.032,-5.881.902,2,0,0,2,0,Colisión entre vehículos,2,,Asfalto,Apto,,,Día,,,,Automóvil
188,233606,2024-03-09,13:20:00,Urbana,Avenida,AV MAIPU,2400,VALPARAISO,,,2,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,,,,Sin Semáforo,Automóvil
189,233606,2024-03-09,13:20:00,Urbana,Avenida,AV MAIPU,2400,VALPARAISO,,,2,1,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,,,,Sin Semáforo,Motocicleta
190,217491,2024-03-05,23:30:00,Urbana,Avenida,AV MAIPU,6000,13 DE junio,,,0,1,0,1,0,Caída desde vehículo,1,S/D,Asfalto,Apto,Seca,Ninguna,Noche,NO,Despejado,S/D,Motocicleta
191,220448,2024-03-04,11:20:00,Urbana,Calle,LA RIOJA,1400,RIVADAVIA,,,1,1,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Automóvil
192,220448,2024-03-04,11:20:00,Urbana,Calle,LA RIOJA,1400,RIVADAVIA,,,1,1,0,2,0,Colisión entre vehículos,2,No obstruido,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,Sin Semáforo,Motocicleta
193,228596,2024-02-28,13:30:00,Urbana,Avenida,AV LIBERTAD,5200,LAPRIDA,,,2,0,0,2,0,Colisión entre vehículos,2,S/D,Asfalto,Apto,Seca,Ninguna,Día,,Despejado,,Automóvil
