,id_feu,siniestro_fecha,siniestro_hora,zona_ocurrencia,via_publica,nombre_via,entre_calle_1,latitud,longitud,ilesos,heridos,fallecidos,vehiculos,peatones,tipo_colision,cantidad_de_involucrados,material_de_la_calzada,estado_de_la_calzada,estado_fisico_ambiental,luminosidad,luz_artificial,estado_ambiental,visibilidad,semaforo
120,98236,2021-11-07,22:23:00,Urbana,Calle,CHILE,GENERAL PAZ,-2.748.035,-5.881.764,2.0,0,0.0,2,0.0,Alcance,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
121,106222,2021-11-06,21:50:00,Urbana,Calle,CATAMARCA,SAN MARTIN,-2.747.013,-5.883.331,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,"Despejada, Seca",Noche,SI,Despejado,Buena,Sin Semáforo
122,98277,2021-11-06,08:25:00,Urbana,Avenida,AV INDEPENDENCIA,LAS PIEDRAS,-2.748.072,-5.880.049,2.0,0,0.0,2,0.0,,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona
123,127950,2021-11-06,14:10:00,Urbana,Calle,AREQUIMPA,,,,1.0,1,0.0,2,0.0,Angulo,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
124,128641,2021-11-06,08:30:00,Urbana,Avenida,AV PUJOL,BRASIL,,,3.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
125,96771,2021-11-03,18:00:00,Urbana,Avenida,MEDRANO,CARTAJENAEN LA ROTONDA,-2.749.601,-5.880.042,1.0,2,0.0,2,0.0,,2,Asfalto,Apto,Seca,Atardecer,NO,Despejado,Buena,Sin Semáforo
126,98271,2021-11-03,01:30:00,Urbana,Calle,J.R. VIDAL,MADARIAGA,-2.748.278,-5.883.893,2.0,0,0.0,2,0.0,,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
127,106245,2021-11-02,08:40:00,Urbana,Calle,LAVALLE,TACUARI,-2.748.128,-5.880.662,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
128,107682,2021-11-02,12:15:00,Urbana,Avenida,AV MAIPU,MADARIAGA,-2.748.509,-5.882.423,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,,Buena,Sin Semáforo
129,119988,2021-11-01,19:05:00,Urbana,Ruta Nacional,12,,-2.746.971,-5.883.236,1.0,2,0.0,2,0.0,Frontal,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
130,128319,2021-11-01,08:10:00,Urbana,Calle,,RIZZUTO,,,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
131,109643,2021-11-01,10:39:00,Urbana,Avenida,AV GOBERNADOR RUIZ,VELEZ SAERSFIELD,-2.746.683,-5.881.986,1.0,1,0.0,1,0.0,,1,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
132,132612,2021-10-31,13:00:00,Urbana,Avenida,AV. PRESIDENTE NICOLAS AVELLANEDA,LAS PIEDRAS,,,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
133,119975,2021-10-30,08:00:00,Urbana,Avenida,AV ARTIGAS,BOLIVAR,,,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
134,123443,2021-10-30,13:10:00,Urbana,Avenida,AV. 3 DE ABRIL,SANTA FE,,,2.0,0,0.0,2,0.0,Lateral,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
135,131707,2021-10-30,13:30:00,Urbana,Calle,ESPAÑA,RIVADAVIA,,,3.0,0,0.0,2,0.0,,2,Hormigón,Apto,,Día,NO,Despejado,Buena,
136,121559,2021-10-30,11:00:00,Urbana,Avenida,AV INDEPENDENCIA,LAS PIEDRAS,,,1.0,0,1.0,2,0.0,,2,Asfalto,Apto,Mojada,Día,NO,Lluvia,Lluvia,Funciona
137,129559,2021-10-29,15:30:00,Urbana,Calle,AV AYACUCHO,,,,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
138,119980,2021-10-29,10:10:00,Urbana,Calle,TACUARI,HAWAI,,,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
139,124192,2021-10-29,11:37:00,Urbana,Avenida,Av Teniente Ibañez,Alberdi,-2.747.487,-5.884.430,2.0,0,0.0,2,0.0,,2,,Apto,Seca,Día,NO,Despejado,Buena,
140,128320,2021-10-29,09:40:00,Urbana,Ruta Nacional,12,,,,0.0,1,0.0,1,0.0,,1,Asfalto,Apto,Seca,Día,,Despejado,Buena,
141,106212,2021-10-28,13:30:00,Urbana,Calle,PLACIDO MARTINEZ,,-2.746.190,-5.883.652,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
142,119978,2021-10-28,12:15:00,Urbana,Calle,PARAGUAY,,,,3.0,0,0.0,3,0.0,,3,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
143,120713,2021-10-28,23:28:00,Urbana,Calle,TUCUMAN,,,,0.0,2,0.0,1,0.0,,1,Asfalto,Baches,,Noche,SI,Despejado,Buena,Sin Semáforo
144,119962,2021-10-28,17:00:00,Urbana,Avenida,AV. MAIPU,,,,2.0,0,0.0,2,0.0,Alcance,2,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo
145,124142,2021-10-27,10:30:00,Urbana,Calle,SAN JUAN,BOLIVAR,,,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
146,108436,2021-10-27,08:15:00,Urbana,Avenida,AV LIBERTAD,RUTA 12,,,1.0,1,0.0,2,0.0,Angulo,2,Hormigón,Apto,Seca,Día,NO,Despejado,,Sin Semáforo
147,114278,2021-10-27,19:05:00,Urbana,Avenida,AV. GOBERNADOR RUIZ,,,,2.0,1,0.0,2,0.0,Angulo,2,Asfalto,Apto,,Noche,SI,,,Sin Semáforo
148,121671,2021-10-27,10:45:00,Urbana,Semiautopista/Autovía,AUTOVIA ISLAS MALVINAS,LILA SOTO,-2.757.037,-5.875.694,0.0,2,0.0,1,0.0,,1,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
149,97580,2021-10-27,16:30:00,Urbana,Avenida,AV FERRE,BRASIL,-2.747.698,-5.882.509,2.0,0,0.0,2,0.0,,2,Hormigón,Apto,Seca,Día,,Despejado,Buena,Funciona
150,107648,2021-10-27,16:20:00,Urbana,Avenida,AV MAIPU,,-2.750.376,-5.881.215,0.0,1,0.0,1,0.0,,1,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
151,118307,2021-10-26,10:49:00,Urbana,Avenida,AV LA PAZ,HONDURAS,,,1.0,2,0.0,2,0.0,Angulo,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
152,131002,2021-10-26,10:55:00,Urbana,Calle,CARTAGENA,SUSSINI,,,2.0,1,0.0,2,0.0,,2,Asfalto,Apto,,Día,,Despejado,Buena,
153,106264,2021-10-26,09:25:00,Urbana,Avenida,AV INDEPENDENCIA,MEDRANO,-2.748.140,-5.879.832,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Nublado,Buena,Funciona
154,115163,2021-10-26,17:20:00,Urbana,Calle,CARTAGENA,J.J.PASO,-2.749.265,-5.881.354,0.0,3,0.0,2,0.0,Angulo,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
155,105520,2021-10-26,00:25:00,Urbana,Calle,MENDOZA,MADARIAGA,-2.748.301,-5.883.746,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
156,130978,2021-10-26,20:10:00,Urbana,Calle,SAN MARTIN,BRASIL,-2.747.104,-5.882.432,2.0,1,0.0,2,0.0,,2,Asfalto,Apto,,Día,NO,Despejado,Buena,
157,119983,2021-10-25,11:23:00,Urbana,Avenida,AV. INDEPENDENCIA,SANCHEZ BUSTAMANTE,,,3.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
158,124908,2021-10-25,13:50:00,Urbana,Avenida,AV. 3 DE ABRIL,TUCUMAN,,,1.0,1,0.0,2,0.0,Angulo,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona
159,95915,2021-10-25,09:10:00,Urbana,Calle,TUCUMAN,MORENO,-2.747.277,-5.884.206,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
160,108435,2021-10-25,05:30:00,Urbana,Avenida,AV PUJOL,BAIBIENE,,,1.0,1,0.0,2,0.0,Frontal,2,Asfalto,Apto,Mojada,Amanecer,SI,Lluvia,Lluvia,Intermitente
161,131706,2021-10-25,13:20:00,Urbana,Calle,GUAYQUIRARÓ,,-2.751.217,-5.880.225,1.0,1,0.0,2,0.0,Angulo,2,Hormigón,Apto,,Día,NO,Despejado,Buena,
162,122922,2021-10-25,17:50:00,Urbana,Avenida,Av. Cartagena,Calle 166,-2.749.274,-5.880.745,1.0,2,0.0,2,0.0,,2,Asfalto,Apto,,Día,NO,Despejado,Buena,
163,93050,2021-10-25,11:00:00,Urbana,Avenida,AV C.CORRENTINO,RESOAGLI,-2.748.693,-5.880.469,1.0,1,0.0,2,0.0,Lateral,2,Asfalto,Apto,Seca,Día,,,Buena,Sin Semáforo
164,108439,2021-10-23,20:30:00,Urbana,Calle,CHACABUCO,VIRASORO,,,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
165,119136,2021-10-23,07:20:00,Urbana,Avenida,AV. MAIPU,AUSTRALIA,,,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,,Día,NO,Despejado,Buena,
166,108373,2021-10-23,10:33:00,Urbana,Calle,BELGRANO,PERU,-4.000.000,-6.100.000,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
167,109641,2021-10-23,15:36:00,Urbana,Avenida,AV. MAIPU,RUTA 12,-2.752.974,-5.876.647,1.0,1,0.0,1,1.0,,2,,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
168,120714,2021-10-22,09:40:00,Urbana,Calle,LIBERTAD,LAPRIDA,,,0.0,2,0.0,1,1.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,,Funciona
169,107649,2021-10-22,03:10:00,Urbana,Avenida,AV C. CORRENTINO,,-2.748.706,-5.881.432,1.0,0,0.0,1,0.0,Alcance,1,Asfalto,Apto,Seca,Noche,NO,Despejado,,Sin Semáforo
170,107647,2021-10-22,18:00:00,Urbana,Avenida,AV MAIPU,RUTA 12,-2.753.038,-5.876.196,2.0,0,0.0,1,0.0,,1,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
171,108371,2021-10-22,20:15:00,Urbana,Avenida,AV PAISANDU,CALINGASTO,,,1.0,1,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo
172,91687,2021-10-21,10:40:00,Urbana,Avenida,AV LIBERTAD,RUTA NACIONAL Nº 12,-2.746.133,-5.876.810,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
173,122854,2021-10-21,07:35:00,Urbana,Avenida,Gdor Conte,Av. Tte Ibañez,-2.751.558,-5.875.626,2.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
174,119114,2021-10-21,11:15:00,Urbana,Avenida,AV. RAUL ALFONSIN,RIO JURAMENTO,,,1.0,0,0.0,1,0.0,,1,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
175,130979,2021-10-20,08:00:00,Urbana,Calle,ROLON,,-2.746.215,-5.881.233,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
176,108446,2021-10-20,08:10:00,Urbana,Avenida,AV MAIPU,VALENTIN ACINA,,,0.0,1,0.0,1,0.0,,1,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Intermitente
177,112215,2021-10-20,08:49:00,Urbana,Ruta Nacional,12,,-2.744.552,-5.874.690,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,,Sin Semáforo
178,108916,2021-10-20,07:40:00,Urbana,Avenida,AV ARMENIA,ONTIVEROS,-2.746.692,-5.879.058,1.0,1,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Amanecer,SI,Otro,Buena,Funciona
179,96780,2021-10-19,01:05:00,Urbana,Calle,BELGRANO,CHACO,-2.747.125,-5.884.712,1.0,1,0.0,2,0.0,Angulo,2,Asfalto,Apto,Mojada,Noche,SI,Lluvia,Lluvia,Sin Semáforo
180,124393,2021-10-19,18:55:00,Urbana,Avenida,AV. MAIPU,HONDURAS (MADARIAGA),,,2.0,2,0.0,2,0.0,Lateral,2,Asfalto,Apto,Mojada,Atardecer,NO,Despejado,Buena,Sin Semáforo
181,108412,2021-10-18,20:30:00,Urbana,Avenida,AV. R.R.ALFONSIN,TACUARI,,,2.0,0,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Noche,NO,Despejado,Buena,Sin Semáforo
182,107990,2021-10-17,10:15:00,Urbana,Avenida,AV MAIPU,ASUNCION,-2.749.420,-5.881.785,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
183,108347,2021-10-17,16:16:00,Urbana,Avenida,AV 3 DE ABRIL,CORDOBA,-2.747.572,-5.883.535,0.0,2,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
184,119913,2021-10-16,22:30:00,,,IGARZABAL,LELOIR,,,1.0,1,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Noche,SI,Despejado,,
185,120726,2021-10-16,09:00:00,Urbana,Calle,LORETO,,,,2.0,0,0.0,2,0.0,Alcance,2,Asfalto,Apto,Seca,Día,NO,,Buena,Sin Semáforo
186,95207,2021-10-15,13:15:00,Urbana,Ruta Provincial,5,,-2.748.517,-5.877.496,1.0,1,0.0,2,0.0,,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
187,120758,2021-10-15,20:10:00,Urbana,Calle,CAZADORES CORRENTINOS,,,,1.0,1,0.0,1,1.0,,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
188,131711,2021-10-15,06:45:00,Urbana,Calle,MEDRANO,CARTAGENA,,,0.0,1,0.0,1,0.0,Columna,1,,Apto,Seca,Día,NO,Despejado,Buena,
189,124172,2021-10-15,00:10:00,Urbana,Ruta Nacional,12,PJE VERONA,,,1.0,1,0.0,2,0.0,Angulo,2,Asfalto,Apto,,Noche,SI,Despejado,Buena,
190,98254,2021-10-14,15:00:00,Urbana,Calle,SAN MARTIN,,-2.747.207,-5.881.381,0.0,2,0.0,1,0.0,,1,Hormigón,Apto,Seca,Día,NO,Despejado,,Sin Semáforo
191,114276,2021-10-14,19:00:00,Urbana,Avenida,AV. CAZADORES CORRENTINOS,,,,0.0,3,0.0,2,0.0,,2,Asfalto,Apto,,Atardecer,NO,Nublado,Buena,
192,129558,2021-10-14,06:55:00,Urbana,Calle,VERONA,RUTA 12,,,0.0,2,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
193,118304,2021-10-14,10:04:00,Urbana,Avenida,AV PATAGONIA,BONASTRE,,,0.0,1,0.0,2,0.0,Alcance,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
194,121586,2021-10-14,22:30:00,Urbana,Calle,ELIAS ABAD,DR. CARRILLO,,,2.0,0,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,
195,98237,2021-10-13,07:10:00,Urbana,Avenida,AV INDEPENDENCIA,GODOY CRUZ,-2.748.394,-5.878.970,3.0,0,0.0,3,0.0,,3,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona
196,119139,2021-10-13,19:00:00,Urbana,Avenida,AV. 3 DE abril,ARTIGAS,,,3.0,0,0.0,3,0.0,Alcance,3,Asfalto,Apto,Seca,Atardecer,SI,Despejado,Buena,Funciona
197,124149,2021-10-13,12:20:00,Urbana,Calle,CORDOBA,RIVADAVIA,,,2.0,0,0.0,2,0.0,Angulo,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,
198,123423,2021-10-12,17:00:00,Urbana,Avenida,AV. 3 DE ABRIL,SAN LORENZO,,,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
199,123444,2021-10-12,06:10:00,Urbana,Calle,SAN MARTIN,MENDOZA,-2.746.995,-5.883.585,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Amanecer,SI,Despejado,Buena,Sin Semáforo
200,126975,2021-10-12,08:25:00,Urbana,Ruta Provincial,RUTA 5,JOAQUIN ARQUERO,,,3.0,1,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
201,107706,2021-10-12,19:30:00,Urbana,Avenida,AV C. CORRENTINO,AV MONTE CARLOS,-2.748.817,-5.879.537,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Atardecer,NO,Despejado,Buena,Sin Semáforo
202,115168,2021-10-12,12:20:00,Urbana,Avenida,AV. MAIPU,,,,1.0,1,0.0,2,0.0,Angulo,2,Hormigón,Apto,Seca,Día,SI,Despejado,Buena,
203,119991,2021-10-11,08:05:00,Urbana,Calle,HIPOLITO IRIGOYEN,PARAGUAY,-2.746.959,-5.882.668,2.0,1,0.0,2,0.0,Lateral,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
204,130980,2021-10-11,09:15:00,Urbana,Calle,AV. MAIPU,,,,2.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
205,105564,2021-10-10,00:33:00,Urbana,Calle,MORENO,ROCA,-2.747.449,-5.882.349,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
206,108381,2021-10-09,08:15:00,Urbana,Avenida,AV COLON,SOLIS,,,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
207,128582,2021-10-09,12:24:00,Urbana,Calle,MEDRANO,SUECIA,,,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
208,105537,2021-10-09,12:00:00,Urbana,Avenida,AV MAIPU,LORETO,-2.750.594,-5.881.106,1.0,0,0.0,1,0.0,,1,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
209,116015,2021-10-08,00:47:00,Urbana,Avenida,AV PUJOL,PARAGUAY,-2.746.370,-5.882.606,2.0,0,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Noche,NO,Despejado,Buena,Funciona
210,108348,2021-10-08,16:30:00,Urbana,Avenida,AV MAIPU,SANTA CATALINA,-2.752.199,-5.879.975,2.0,1,0.0,2,0.0,,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
211,124911,2021-10-07,21:00:00,Urbana,Avenida,AV MAIPU,ACONCAGUA,,,0.0,1,0.0,1,0.0,,1,Asfalto,Apto,,Noche,SI,Despejado,Buena,Funciona
212,91682,2021-10-07,22:30:00,Urbana,Avenida,AV INDEPENDENCIA,LAS PIEDRAS,-2.748.075,-5.880.050,1.0,1,0.0,2,0.0,Alcance,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
213,130323,2021-10-07,12:34:00,Urbana,Calle,SAN LUIS,YRIGOYEN,,,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
214,108447,2021-10-06,08:15:00,Urbana,Calle,VARGAS GOMEZ,LA MADRID,,,1.0,1,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
215,127951,2021-10-06,11:37:00,Urbana,Avenida,AV.3DE ABRIL,CHACO,,,1.0,1,0.0,2,0.0,Lateral,2,Hormigón,,Seca,Día,NO,Despejado,Buena,Funciona
216,113314,2021-10-06,00:40:00,Urbana,Avenida,JR FERNANDEZ,AV ARMENIA,,,1.0,1,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Noche,,Despejado,Buena,
217,119959,2021-10-04,13:02:00,Urbana,Calle,BRASIL,BOLIVAR,,,3.0,0,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
218,120757,2021-10-04,16:30:00,Urbana,Calle,CABO DE HORNOS,,,,1.0,0,1.0,1,1.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
219,94683,2021-10-03,11:15:00,Urbana,Avenida,AV FERRE,,-2.747.807,-5.881.899,2.0,0,0.0,2,0.0,,2,Asfalto,Baches,Mojada,Día,NO,Despejado,Buena,Sin Semáforo
220,106216,2021-10-03,08:15:00,Urbana,Calle,9 DE julio,ESPAÑA,-2.746.704,-5.882.910,1.0,1,0.0,2,0.0,,2,Hormigón,Apto,Seca,Día,NO,Lluvia,Lluvia,Sin Semáforo
221,110351,2021-10-03,15:00:00,Urbana,Calle,9 DE julio,PARAGUAY,-2.746.963,-5.882.679,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
222,95902,2021-10-03,22:30:00,Urbana,Avenida,AV MAIPU,RUTA 12,-2.752.601,-5.876.484,0.0,1,0.0,1,0.0,,1,Asfalto,En reparación,Seca,Noche,NO,Despejado,Buena,Sin Semáforo
223,111124,2021-10-02,14:15:00,Urbana,Avenida,AV CHACABUCO,AV INDEPENDENCIA,-2.747.863,-5.881.477,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo
224,126286,2021-10-02,09:30:00,Urbana,Ruta Nacional,12,,,,0.0,2,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
225,106226,2021-10-02,11:00:00,Urbana,Avenida,AV FRONDIZI,SUECIA,-2.750.347,-5.879.762,0.0,1,0.0,1,0.0,,1,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
226,119134,2021-10-01,12:50:00,Urbana,Calle,AV. LAPRIDA,OLIVOS,,,1.0,1,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
227,124883,2021-09-30,12:35:00,Urbana,Avenida,Av Ferre,Roca,-2.747.749,-5.882.348,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,,Día,NO,Despejado,Buena,
228,127004,2021-09-29,09:10:00,Urbana,Avenida,AV CAZADORES CORRENTINOS,JUAN JOSE PASO,,,1.0,1,0.0,2,0.0,,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,
229,106262,2021-09-29,19:30:00,Urbana,Ruta Nacional,12,,-2.754.181,-5.875.320,1.0,1,0.0,2,0.0,,2,Asfalto,,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
230,118295,2021-09-27,13:50:00,Urbana,Avenida,AV. FERRÉ,,,,3.0,0,0.0,2,0.0,Alcance,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona
231,105560,2021-09-27,06:20:00,Urbana,Avenida,AV FERRE,PARAGUAY,-2.747.675,-5.882.747,0.0,1,0.0,1,0.0,,1,,Apto,Seca,Noche,SI,Despejado,Buena,Funciona
232,120723,2021-09-27,14:30:00,Urbana,Calle,LAS HERAS,SAN LORENZO,,,1.0,1,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Día,SI,,Buena,
233,122868,2021-09-26,11:00:00,Urbana,Calle,Cordoba,Belgrano,-2.747.234,-5.883.500,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Nublado,Buena,
234,100031,2021-09-26,16:20:00,Urbana,Calle,ROCA,,-2.747.570,-5.882.354,2.0,0,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
235,111135,2021-09-25,17:45:00,Urbana,Ruta Provincial,5,PACHECO,-2.748.598,-5.877.076,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Atardecer,NO,Despejado,Buena,Funciona
236,95899,2021-09-25,23:20:00,Urbana,Avenida,AV CHACABUCO,AV INDEPENDENCIA,-2.747.844,-5.881.466,2.0,0,0.0,2,0.0,Frontal,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Funciona
237,124403,2021-09-24,11:40:00,Urbana,Avenida,AV. ARTIGAS,BOLIVAR,,,2.0,0,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
238,130962,2021-09-24,22:30:00,Urbana,Calle,VARGAS GOMEZ,LAVALLE,-2.747.745,-5.883.404,1.0,1,0.0,2,0.0,Lateral,2,Asfalto,Apto,,Noche,SI,Despejado,Buena,Sin Semáforo
239,115952,2021-09-24,20:00:00,Urbana,Avenida,AV PUJOL,JUNIN,-2.746.919,-5.881.943,1.0,0,0.0,1,0.0,Inmueble,1,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
240,119987,2021-09-24,20:05:00,Urbana,Calle,CUBA,,,,1.0,1,0.0,2,0.0,Alcance,2,Asfalto,Apto,Seca,,SI,Despejado,Buena,Funciona
241,120712,2021-09-24,18:15:00,Urbana,Ruta Provincial,RUTA 5,,,,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
242,123430,2021-09-24,10:55:00,Urbana,Calle,BOLIVAR,BUENOS AIRES,,,1.0,1,0.0,2,0.0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
243,129569,2021-09-23,15:16:00,Urbana,Ruta Nacional,12,ROTONDA,,,2.0,0,0.0,2,0.0,Alcance,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
244,119141,2021-09-22,08:25:00,Urbana,Avenida,AV. 3 DE ABRIL,BUENOS AIRES,,,3.0,0,0.0,3,0.0,,3,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
245,126360,2021-09-22,20:20:00,Urbana,Semiautopista/Autovía,RUTA 12,CUBA,,,2.0,1,0.0,3,0.0,,3,Asfalto,Apto,Seca,Noche,NO,Despejado,,Sin Semáforo
246,129562,2021-09-21,19:42:00,Urbana,Calle,SAN MARTIN,BUENOS AIRES,-2.747.013,-5.883.342,2.0,0,0.0,2,0.0,Frontal,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
247,119970,2021-09-21,19:30:00,Urbana,Avenida,AV. EL MAESTRO,NAHUEL HUAPI,,,2.0,0,0.0,2,0.0,Angulo,2,Asfalto,Apto,Seca,Atardecer,NO,Despejado,Buena,Sin Semáforo
248,113323,2021-09-19,18:30:00,Urbana,Avenida,AV. ARMENIA,DPTO MERCEDES,,,2.0,0,0.0,2,0.0,Alcance,2,Hormigón,Apto,Seca,Atardecer,SI,Despejado,Buena,
