id_feu,hora,zona,tipo_via,latitud,longitud,ilesos,heridos,fallecidos,peatones,tipo_siniestro,vehiculos_involucrados,material_de_la_calzada,estado_de_la_calzada,luz_artificial,condiciones_climaticas,semaforo,anio,mes,dia,cruce,lugar_del_hecho,es_colision,tipo_siniestro_para_grafico,vehiculo
53853,08:26:00,Urbana,Calle,-27.46704,-58.8291,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,8,12,SI,9 DE julio y ESPAÑA,Real,Colisión entre vehículos,"Camioneta/Utilitario, Motocicleta"
56772,06:50:00,Urbana,Avenida,-27.4741,-58.8014,0.0,1.0,0.0,0.0,Caída desde vehículo,1,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,8,11,SI,AV R. ALFONSIN y NIÑO JESUS,Real,Caída desde vehículo,Motocicleta
57253,06:20:00,Urbana,Avenida,-27.46769,-58.81406,0.0,2.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,SI,Lluvia,Sin Semáforo,2019,8,10,SI,AVENIDA ARMENIA y MEXICO,Real,Colisión entre vehículos,"Motocicleta, Motocicleta"
49356,10:05:00,Urbana,Calle,-27.47207,-58.81436,0.0,2.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Nublado,Sin Semáforo,2019,8,10,SI,SAN MARTIN y ESTADOS UNIDOS,Real,Colisión entre vehículos,"Automóvil, Automóvil"
62896,18:20:00,Urbana,Avenida,-27.48212,-58.81546,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,8,10,SI,CHACABUCO y NECOCHEA,Real,Colisión entre vehículos,"Motocicleta, Motocicleta"
52271,12:44:00,Urbana,Avenida,-27.48723,-58.81208,0.0,1.0,0.0,0.0,Despiste,1,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,8,10,SI,AV CAZADORES CORRENTINO y JUAN JOSE PASO,Real,Despiste,Motocicleta
53678,06:00:00,Urbana,Calle,-27.48279,-58.81805,0.0,2.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,SI,Nublado,Sin Semáforo,2019,8,10,SI,MISIONES y LAS HERAS,Real,Colisión entre vehículos,"Automóvil, Automóvil"
49456,17:00:00,Urbana,Avenida,-27.48582,-58.83438,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Nublado,Sin Semáforo,2019,8,10,SI,AV TTE IBAÑEZ y GDOR VELAZCO,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49482,23:20:00,Urbana,Calle,-27.46851,-58.82663,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,SI,Lluvia,Sin Semáforo,2019,8,8,SI,PARAGUAY y JUNIN,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
64884,10:45:00,Urbana,Avenida,-27.47498,-58.84119,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Funciona,2019,8,8,SI,AV 3 DE ABRIL y BUENOS AIRES,Real,Colisión entre vehículos,"Automóvil, Automóvil"
49210,11:30:00,Urbana,Avenida,-27.46714,-58.79194,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,SI,Despejado,Sin Semáforo,2019,8,8,SI,AV ARMENIA y QUINQUELA MARTIN,Real,Colisión entre vehículos,"Motocicleta, Bicicleta"
49341,19:50:00,Urbana,Ruta Provincial,-27.48817,-58.76347,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,SI,Despejado,Sin Semáforo,2019,8,7,NO,5 2,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49410,10:15:00,Urbana,Calle,-27.47193,-58.83853,2.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Nublado,Sin Semáforo,2019,8,7,SI,LA RIOJA y BELGRANO,Real,Colisión entre vehículos,"Motocicleta, Camioneta/Utilitario"
49505,09:50:00,Urbana,Avenida,-27.46647,-58.82174,0.0,1.0,0.0,0.0,Vuelco (solo 1 participante),1,Hormigón,Apto,NO,Nublado,Sin Semáforo,2019,8,7,SI,AVENIDA PONCHO VERDE y ROTONDA ESPAÑA,Real,Vuelco (solo 1 participante),Motocicleta
59879,09:30:00,Urbana,Calle,-27.46974,-58.82547,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,8,7,NO,YRIGOYEN 2000,Real,Colisión entre vehículos,"Motocicleta, Automóvil"
54495,17:15:00,Urbana,Avenida,-27.48845,-58.82569,1.0,2.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,SI,Despejado,Sin Semáforo,2019,8,7,SI,AV LA PAZ y VIEDMA,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
64183,13:00:00,Urbana,Avenida,-27.46918,-58.80033,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,8,7,SI,ARMENIA y LOS TILOS,Real,Colisión entre vehículos,"Motocicleta, Motocicleta"
49224,08:24:00,Urbana,Calle,-27.47967,-58.8149,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,8,7,SI,AV CHACABUCO y ÑAEMBE,Real,Colisión entre vehículos,"Automóvil, Automóvil"
64878,09:00:00,Urbana,Calle,-27.47188,-58.82691,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,8,7,SI,BOLIVAR y PARAGUAY,Real,Colisión entre vehículos,"Automóvil, Camioneta/Utilitario"
67485,23:20:00,Urbana,Avenida,-27.46749,-58.81324,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,SI,Despejado,Funciona,2019,8,6,NO,AV GDOR RUIZ 2879,Real,Colisión entre vehículos,"Automóvil, Camioneta/Utilitario"
49202,11:30:00,Urbana,Calle,-27.4641,-58.83776,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,8,6,SI,LA RIOJA y 25 DE mayo,Real,Colisión entre vehículos,"Camioneta/Utilitario, Motocicleta"
49552,19:30:00,Urbana,Calle,-27.47074,-58.8244,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,SI,Despejado,Sin Semáforo,2019,8,6,NO,BRASIL 1080,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
56640,10:00:00,Urbana,Avenida,-27.47603,-58.83552,0.0,2.0,0.0,1.0,Atropello a peatón/es,2,Hormigón,Apto,NO,Despejado,Funciona,2019,8,5,SI,AVENIDA 3 DE ABRIL y CORDOBA,Real,Atropello a peatón/es,"Automóvil, Peatón"
49250,12:45:00,Urbana,Avenida,-27.46599,-58.7874,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Funciona,2019,8,5,SI,AV LIBERTAD y LAPRIDA,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49351,13:35:00,Urbana,Calle,-27.46468,-58.84419,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,8,5,SI,CARLOS PELLEGRINI y ENTRE RIOS,Real,Colisión entre vehículos,"Automóvil, Camioneta/Utilitario"
58988,19:20:00,Urbana,Calle,-27.46324,-58.82667,3.0,0.0,0.0,0.0,Colisión entre vehículos,3,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,8,5,SI,GDOR. PUJOL y PARAGUAY,Real,Colisión entre vehículos,"Automóvil, Automóvil, Automóvil"
68872,01:30:00,Urbana,Calle,-27.48421,-58.83719,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,SI,Nublado,Sin Semáforo,2019,8,5,SI,MENDOZA y LAVALLE,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49211,06:00:00,Urbana,Ruta Provincial,-27.48478,-58.7769,0.0,1.0,0.0,0.0,Caída desde vehículo,1,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,8,4,NO,RUTA PROVINCIAL N° 5 400,Real,Caída desde vehículo,Motocicleta
49520,10:40:00,Urbana,Avenida,-27.46645,-58.82196,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,8,3,SI,AVENIDA PUJOL y AVENIDA GDOR RUIZ,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49553,09:50:00,Urbana,Calle,-27.50159,-58.81205,1.0,2.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,8,3,SI,YOFRE y LOS CONDORES,Real,Colisión entre vehículos,"Motocicleta, Camioneta/Utilitario"
58540,14:37:00,Urbana,Avenida,-27.46693,-58.79077,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,8,3,NO,ARMENIA 4798,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
58992,08:30:00,Urbana,Avenida,-27.46746,-58.81183,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Funciona,2019,8,3,NO,ARMENIA 3000,Real,Colisión entre vehículos,"Motocicleta, Motocicleta"
49268,18:27:00,Urbana,Calle,-27.46359,-58.82951,3.0,0.0,0.0,0.0,Colisión entre vehículos,3,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,8,3,NO,F J DE LA QUINTANA 1641,Real,Colisión entre vehículos,"Automóvil, Automóvil, Automóvil"
49599,09:20:00,Urbana,Calle,-27.48234,-58.8427,0.0,2.0,0.0,0.0,Colisión entre vehículos,2,Tierra,Baches,NO,Despejado,Sin Semáforo,2019,8,1,SI,MADARIAGA y GOBERNADOR CASTILLO,Real,Colisión entre vehículos,"Motocicleta, Motocicleta"
53785,23:45:00,Urbana,Avenida,-27.48406,-58.81591,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,SI,Lluvia,Sin Semáforo,2019,8,1,SI,AVENIDA CHACABUCO y LAMADRID,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49335,09:30:00,Urbana,Calle,-27.4687,-58.82555,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,30,NO,JUNIN 1990,Real,Colisión entre vehículos,"Automóvil, Automóvil"
49496,08:15:00,Urbana,Avenida,-27.47426,-58.84979,1.0,0.0,0.0,0.0,Vuelco (solo 1 participante),1,Hormigón,Apto,SI,Despejado,Sin Semáforo,2019,7,29,SI,AV 3 DE ABRIL y BAJADA DEL PUENTE,Real,Vuelco (solo 1 participante),Transporte de carga
49472,08:10:00,Urbana,Avenida,-27.49118,-58.81981,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Funciona,2019,7,26,SI,AVENIDA MAIPU y ASUNCION,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
67697,08:40:00,Urbana,Calle,-27.46463,-58.8327,2.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,26,SI,25 DE mayo y CATAMARCA,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49549,15:20:00,Urbana,Calle,-27.48431,-58.79892,1.0,2.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Nublado,Sin Semáforo,2019,7,25,SI,MEDRANO y NECOCHEA,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
53873,11:15:00,Urbana,Avenida,-27.49038,-58.78012,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,25,SI,AVENIDA PRESIDENTE PERON y TRENTO,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
68787,19:30:00,Urbana,Calle,-27.5050014,-58.7944305,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,24,SI,9 DE julio y URUGUAY,Real,Colisión entre vehículos,"Automóvil, Bicicleta"
49215,09:40:00,Urbana,Calle,-27.46698,-58.82913,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,24,SI,ESPAÑA y 9 DE julio,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49231,15:00:00,Urbana,Avenida,-27.47621,-58.79252,2.0,1.0,0.0,0.0,Colisión entre vehículos,3,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,24,NO,RAUL ALFONSIN 4800,Real,Colisión entre vehículos,"Automóvil, Motocicleta, Automóvil"
49286,07:15:00,Urbana,Avenida,-27.46634,-58.82202,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,23,SI,AV PUJOL y JUAN PAMPIN,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49296,09:00:00,Urbana,Avenida,-27.49124,-58.81985,0.0,2.0,0.0,0.0,Despiste,1,Asfalto,Apto,NO,Despejado,Funciona,2019,7,23,SI,MAIPU y NUESTRA SEÑORA DE LA ASUNCION,Real,Despiste,Motocicleta
49358,02:35:00,Urbana,Avenida,-27.47382,-58.81908,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,SI,Despejado,Intermitente,2019,7,22,SI,AVENIDA ARTIGAS y BELGRANO,Real,Colisión entre vehículos,"Motocicleta, Automóvil"
64181,15:50:00,Urbana,Avenida,-27.47467,-58.84479,2.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Funciona,2019,7,22,SI,TRES DE ABRIL y ENTRE RIOS,Real,Colisión entre vehículos,"Automóvil, Camioneta/Utilitario"
49417,15:20:00,Urbana,Avenida,-27.48299,-58.81557,0.0,1.0,0.0,0.0,Caída desde vehículo,1,Asfalto,Apto,NO,Despejado,No Funciona,2019,7,21,NO,AVENIDA CHACABUCO 2100,Real,Caída desde vehículo,Motocicleta
49369,23:30:00,Urbana,Avenida,-27.47611,-58.79246,0.0,1.0,0.0,0.0,Despiste,1,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,21,NO,AV RAUL RICARDO ALFONSIN 4800,Real,Despiste,Motocicleta
49606,23:00:00,Urbana,Avenida,-27.47864,-58.8148,0.0,1.0,0.0,0.0,Colisión entre vehículos,1,Asfalto,Apto,SI,Despejado,Sin Semáforo,2019,7,20,SI,AV CHACABUCO y AV FERRE BANDA SUR,Real,Colisión entre vehículos,Motocicleta
53206,20:15:00,Urbana,Avenida,-27.4844,-58.82926,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,SI,Despejado,Sin Semáforo,2019,7,19,NO,AVENIDA TENIENTE IBAÑEZ 1900,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
64882,10:30:00,Urbana,Avenida,-27.47503,-58.84115,0.0,1.0,0.0,0.0,Vuelco (solo 1 participante),1,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,19,SI,AV 3 DE ABRIL y BUENOS AIRES,Real,Vuelco (solo 1 participante),Motocicleta
49345,17:00:00,Urbana,Calle,-27.46183,-58.83873,2.0,1.0,0.0,0.0,Colisión entre vehículos,3,Hormigón,Apto,NO,Despejado,Funciona,2019,7,19,NO,PLACIDO MARTINEZ 900,Real,Colisión entre vehículos,"Automóvil, Automóvil, Automóvil"
49605,10:40:00,Urbana,Calle,-27.47038,-58.819,1.0,2.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Lluvia,Sin Semáforo,2019,7,19,SI,YRIGOYEN y ITUZAINGO,Real,Colisión entre vehículos,"Motocicleta, Automóvil"
49535,12:10:00,Urbana,Calle,-27.47161,-58.82962,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Lluvia,Sin Semáforo,2019,7,17,SI,ESPAÑA y BOLIVAR,Real,Colisión entre vehículos,"Transporte de pasajeros, Automóvil"
54594,12:15:00,Urbana,Calle,-27.47136,-58.83216,1.0,2.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,15,SI,SAN LORENZO y BOLIVAR,Real,Colisión entre vehículos,"Motocicleta, Automóvil"
55800,08:00:00,Urbana,Avenida,-27.50201,-58.81278,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,15,SI,AVENIDA MAIPU y TILCARA,Real,Colisión entre vehículos,"Camioneta/Utilitario, Motocicleta"
49282,08:00:00,Urbana,Avenida,-27.46291,-58.82729,3.0,0.0,0.0,0.0,Colisión entre vehículos,3,Asfalto,Apto,NO,Nublado,Funciona,2019,7,15,SI,AV PUJOL y JUJUY,Real,Colisión entre vehículos,"Automóvil, Automóvil, Automóvil"
67510,09:10:00,Urbana,Avenida,-27.46758,-58.79401,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,14,SI,AV ARMENIA y MARCOS SASTRE,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
68772,07:32:00,Urbana,Avenida,-27.48324,-58.7925,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,14,SI,INDEPENDENCIA y PEDRO ARAOZ,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49307,16:45:00,Urbana,Calle,-27.4912,-58.81977,2.0,0.0,0.0,0.0,Colisión entre vehículos,1,Hormigón,Apto,NO,Nublado,Funciona,2019,7,14,SI,AV MAIPU y NUESTRA SEÑORA DE ASUNCION,Real,Colisión entre vehículos,Motocicleta
54768,14:00:00,Urbana,Calle,-27.46925,-58.81647,3.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,14,SI,GOBERNADOR MARTINEZ y COLOMBIA,Real,Colisión entre vehículos,"Motocicleta, Automóvil"
57102,10:05:00,Urbana,Avenida,-27.49723,-58.8272,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,13,SI,RAFAELA y EL MAESTRO,Real,Colisión entre vehículos,"Motocicleta, Motocicleta"
49305,09:15:00,Urbana,Avenida,-27.4614,-58.82908,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,13,SI,AV PUJOL y AV VERA,Real,Colisión entre vehículos,"Motocicleta, Automóvil"
49455,07:30:00,Urbana,Avenida,-27.4716,-58.81863,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,13,SI,AV ARTIGAS y BOLIVAR,Real,Colisión entre vehículos,"Automóvil, Automóvil"
49252,07:00:00,Urbana,Avenida,-27.47657,-58.83019,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Funciona,2019,7,13,SI,AV. FERRE y ESPAÑA,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49586,07:40:00,Urbana,Calle,-27.47037,-58.81901,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,12,SI,H YRIGOYEN y ITUZAINGO,Real,Colisión entre vehículos,"Automóvil, Automóvil"
59870,06:15:00,Urbana,Avenida,-27.49472,-58.82472,1.0,0.0,0.0,0.0,Colisión entre vehículos,1,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,11,SI,PAISANDU y COSQUIN,Real,Colisión entre vehículos,Automóvil
49325,00:20:00,Urbana,Avenida,-27.49154,-58.83244,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,11,SI,AVENIDA PATAGONIA y MATIAS PIPET,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49459,08:40:00,Urbana,Avenida,-27.4773,-58.82368,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Nublado,Funciona,2019,7,10,SI,AV FERRE y ROCA,Real,Colisión entre vehículos,"Automóvil, Transporte de carga"
52268,19:45:00,Urbana,Avenida,-27.46711,-58.82185,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,SI,Lluvia,Sin Semáforo,2019,7,10,SI,AV PUJOL y ROCA,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
52272,13:00:00,Urbana,Calle,-27.47813,-58.82519,0.0,1.0,0.0,0.0,Caída desde vehículo,1,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,10,SI,LAVALLE y BRASIL,Real,Caída desde vehículo,Motocicleta
58476,17:55:00,Urbana,Calle,-27.47059,-58.82886,3.0,0.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,SI,Despejado,Sin Semáforo,2019,7,9,SI,SAN MARTIN y JUJUY,Real,Colisión entre vehículos,"Motocicleta, Camioneta/Utilitario"
67477,06:10:00,Urbana,Avenida,-27.49124,-58.8198,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Funciona,2019,7,8,SI,AV MAIPU y ASUNCION,Real,Colisión entre vehículos,"Automóvil, Automóvil"
55224,18:00:00,Urbana,Calle,-27.47889,-58.80429,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,7,SI,BRAILLE y RESOAGLI,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
56168,08:10:00,Urbana,Calle,-27.47266,-58.8434,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,7,SI,MORENO y SAN LUIS,Real,Colisión entre vehículos,"Motocicleta, Automóvil"
59882,09:00:00,Urbana,Calle,-27.48249,-58.83085,0.0,1.0,0.0,0.0,Despiste,1,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,6,NO,SARMIENTO 2100,Real,Despiste,Motocicleta
58986,09:00:00,Urbana,Calle,-27.46341,-58.83254,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,3,SI,QUINTANA y CATAMARCA,Real,Colisión entre vehículos,"Automóvil, Bicicleta"
68821,18:30:00,Urbana,Calle,-27.5050014,-58.7944305,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,3,SI,RIVADAVIA y SAN LORENZO,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49427,06:40:00,Urbana,Calle,-27.49851,-58.81595,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,SI,Despejado,Sin Semáforo,2019,7,3,SI,ACONCAGUA y LAS CANARIAS,Real,Colisión entre vehículos,"Motocicleta, Automóvil"
49483,18:50:00,Urbana,Avenida,-27.47504,-58.79826,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,SI,Lluvia,Sin Semáforo,2019,7,3,SI,AV RAUL R. ALFONSIN y RIO JURAMENTO,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
68440,09:00:00,Urbana,Calle,-27.47814,-58.82517,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,2,NO,Lavalle 1800,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49311,21:20:00,Urbana,Avenida,-27.48441,-58.84698,1.0,1.0,0.0,1.0,Atropello a peatón/es,2,Asfalto,Apto,SI,Despejado,Sin Semáforo,2019,7,2,NO,AV TTE IBAÑEZ 500,Real,Atropello a peatón/es,"Motocicleta, Peatón"
49270,07:30:00,Urbana,Avenida,-27.48884,-58.81677,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,2,SI,AV ASUNCION y LARREA,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49431,12:40:00,Urbana,Calle,-27.47296,-58.82845,3.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,1,SI,BELGRANO y JUJUY,Real,Colisión entre vehículos,"Automóvil, Automóvil"
49348,01:30:00,Urbana,Avenida,-27.46706,-58.80818,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,SI,Despejado,Sin Semáforo,2019,7,1,SI,AVENIDA ARMENIA y CABO SANCHEZ,Real,Colisión entre vehículos,"Automóvil, Automóvil"
59875,07:00:00,Urbana,Avenida,-27.49134,-58.79959,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,7,1,SI,MEDRANO y LARREA,Real,Colisión entre vehículos,"Automóvil, Automóvil"
67701,12:45:00,Urbana,Avenida,-27.47656,-58.83142,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,7,1,SI,AV 3 DE ABRIL y GUTEMBERG,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
68801,20:40:00,Urbana,Calle,-27.5050014,-58.7944305,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,SI,Despejado,Sin Semáforo,2019,7,1,SI,BELGRANO y COLOMBIA,Real,Colisión entre vehículos,"Motocicleta, Automóvil"
49588,19:20:00,Urbana,Avenida,-27.46817,-58.79589,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,SI,Despejado,Sin Semáforo,2019,7,1,NO,AV ARMENIA 4500,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
62893,08:05:00,Urbana,Avenida,-27.47465,-58.8448,2.0,0.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Nublado,Funciona,2019,7,1,SI,TRES DE ABRIL y ENTRE RIOS,Real,Colisión entre vehículos,"Automóvil, Transporte de carga"
64185,00:30:00,Urbana,Avenida,-27.48905,-58.83914,1.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,SI,Despejado,Sin Semáforo,2019,6,29,SI,COLON y PSJE. LAS FLORES,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49532,07:10:00,Urbana,Avenida,-27.48463,-58.84432,0.0,1.0,0.0,0.0,Caída desde vehículo,1,Hormigón,Apto,NO,Lluvia,Sin Semáforo,2019,6,28,SI,AVENIDA TTE IBAÑEZ y GUASTAVINO,Real,Caída desde vehículo,Motocicleta
53745,10:30:00,Urbana,Calle,-27.4727,-58.83348,2.0,1.0,0.0,0.0,Colisión entre vehículos,3,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,6,28,NO,CATAMARCA 1317,Real,Colisión entre vehículos,"Automóvil, Automóvil, Automóvil"
67509,08:40:00,Urbana,Calle,-27.46963,-58.81337,2.0,1.0,0.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,NO,Despejado,Sin Semáforo,2019,6,26,SI,ESTADOS UNIDOS y GDOR MARTINEZ,Real,Colisión entre vehículos,"Automóvil, Motocicleta"
49500,09:24:00,Urbana,Avenida,-27.48254,-58.82655,4.0,1.0,0.0,0.0,Colisión entre vehículos,3,Asfalto,Apto,NO,Despejado,Sin Semáforo,2019,6,26,SI,AVENIDA MAIPU y HONDURAS,Real,Colisión entre vehículos,"Automóvil, Motocicleta, Automóvil"
