,id_feu,siniestro_fecha,siniestro_hora,zona_ocurrencia,via_publica,nombre_via,altura_km,entre_calle_1,latitud,longitud,ilesos,heridos,fallecidos,vehiculos,peatones,tipo_siniestro_unico,cantidad_de_involucrados,material_de_la_calzada,estado_de_la_calzada,estado_fisico_ambiental,luminosidad,luz_artificial,estado_ambiental,visibilidad,semaforo,tipo_involucrado
328,67493,2019-09-17,11:30:00,Urbana,Avenida,AV LAPRIDA,5000,CARACAS,-2.747.561,-5.878.842,0,3,0,1,0,Caída desde vehículo,1,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
329,49258,2019-09-16,08:00:00,Urbana,Avenida,AV FERRE,2100,BRASIL,-2.747.714,-5.882.507,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
330,49258,2019-09-16,08:00:00,Urbana,Avenida,AV FERRE,2100,BRASIL,-2.747.714,-5.882.507,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Camioneta/Utilitario
331,49278,2019-09-16,07:25:00,Urbana,Calle,BUENOS AIRES,700,CARLOS PELLEGRINI,-2.746.495,-5.884.035,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
332,49278,2019-09-16,07:25:00,Urbana,Calle,BUENOS AIRES,700,CARLOS PELLEGRINI,-2.746.495,-5.884.035,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
333,49554,2019-09-16,12:10:00,Urbana,Avenida,AVENIDA FERRE,2800,CHILE,-2.747.835,-5.881.728,3,1,0,2,0,Colisión entre vehículos,2,Hormigón,Baches,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
334,49554,2019-09-16,12:10:00,Urbana,Avenida,AVENIDA FERRE,2800,CHILE,-2.747.835,-5.881.728,3,1,0,2,0,Colisión entre vehículos,2,Hormigón,Baches,Seca,Día,NO,Despejado,Buena,Funciona,Camioneta/Utilitario
335,49559,2019-09-16,11:00:00,Urbana,Avenida,AVENIDA FERRE,2200,PERU,-2.747.757,-5.882.245,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,,Sin Semáforo,Camioneta/Utilitario
336,49559,2019-09-16,11:00:00,Urbana,Avenida,AVENIDA FERRE,2200,PERU,-2.747.757,-5.882.245,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,,Sin Semáforo,Camioneta/Utilitario
337,49332,2019-09-16,00:31:00,Urbana,Avenida,AVENIDA INDEPENDENCIA,1700,ESPAÑA,-2.747.626,-5.883.007,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Funciona,Automóvil
338,49332,2019-09-16,00:31:00,Urbana,Avenida,AVENIDA INDEPENDENCIA,1700,ESPAÑA,-2.747.626,-5.883.007,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Funciona,Motocicleta
339,49540,2019-09-13,19:15:00,Urbana,Avenida,AVENIDA MAIPU,1800,TILCARA,-2.749.842,-5.881.526,2,1,0,3,0,Colisión entre vehículos,3,Hormigón,Apto,Mojada,Noche,SI,Nublado,Buena,Sin Semáforo,Motocicleta
