,id_feu,siniestro_fecha,siniestro_hora,zona_ocurrencia,via_publica,nombre_via,altura_km,entre_calle_1,latitud,longitud,ilesos,heridos,fallecidos,vehiculos,peatones,tipo_colision,cantidad_de_involucrados,material_de_la_calzada,estado_de_la_calzada,estado_fisico_ambiental,luminosidad,luz_artificial,estado_ambiental,visibilidad,semaforo,tipo_involucrado
221,74779,2020-10-09,08:45:00,Urbana,Avenida,AV MEDRANO,24001,OMBU,-2.749.000,-5.879.970,1,1,0,2,0,Angulo,2,Hormigón,Apto,Seca,Día,NO,Nublado,Buena,Sin Semáforo,Automóvil
222,77612,2020-10-09,18:10:00,Urbana,Avenida,AV INDEPENDENCIA,3700,TACUARI,-2.747.952,-5.880.636,1,1,0,2,0,,2,Asfalto,Apto,Seca,Atardecer,NO,Despejado,Buena,No Funciona,Automóvil
223,77612,2020-10-09,18:10:00,Urbana,Avenida,AV INDEPENDENCIA,3700,TACUARI,-2.747.952,-5.880.636,1,1,0,2,0,,2,Asfalto,Apto,Seca,Atardecer,NO,Despejado,Buena,No Funciona,Bicicleta
224,92378,2020-10-09,17:40:00,Urbana,Avenida,AV 3 DE ABRIL,1200,MENDOZA,-2.747.562,-5.883.646,3,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
225,92378,2020-10-09,17:40:00,Urbana,Avenida,AV 3 DE ABRIL,1200,MENDOZA,-2.747.562,-5.883.646,3,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
226,84283,2020-10-09,13:40:00,Urbana,Avenida,AV POMAR,3500,AV. R.R. ALFONSIN,-2.747.272,-5.880.636,0,1,0,1,0,,1,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,Funciona,Motocicleta
227,86575,2020-10-07,10:30:00,Urbana,Ruta Nacional,12,1034.2,,-2.745.584,-5.876.062,1,1,0,2,0,,2,Asfalto,En reparación,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
228,86575,2020-10-07,10:30:00,Urbana,Ruta Nacional,12,1034.2,,-2.745.584,-5.876.062,1,1,0,2,0,,2,Asfalto,En reparación,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Camioneta/Utilitario
229,84247,2020-10-06,08:03:00,Urbana,Calle,GENERAL PAZ,1800,ELIAS ABAD,-2.747.667,-5.884.848,1,1,0,2,0,,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Transporte de carga
230,84247,2020-10-06,08:03:00,Urbana,Calle,GENERAL PAZ,1800,ELIAS ABAD,-2.747.667,-5.884.848,1,1,0,2,0,,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
231,91661,2020-10-06,11:50:00,Urbana,Calle,URUGUAY,300,J.M. ROLON,-2.746.148,-5.882.463,1,1,0,2,0,Lateral,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
232,91661,2020-10-06,11:50:00,Urbana,Calle,URUGUAY,300,J.M. ROLON,-2.746.148,-5.882.463,1,1,0,2,0,Lateral,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Camioneta/Utilitario
233,74532,2020-10-06,10:25:00,Urbana,Calle,SANTA MARIA DE ORO,1600,,-2.749.689,-5.883.825,0,2,0,2,0,Frontal,2,Tierra,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
234,74532,2020-10-06,10:25:00,Urbana,Calle,SANTA MARIA DE ORO,1600,,-2.749.689,-5.883.825,0,2,0,2,0,Frontal,2,Tierra,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
235,85199,2020-10-05,06:35:00,Urbana,Calle,ROCA,1200,BOLIVAR,-2.747.221,-5.882.326,0,3,0,2,0,Angulo,2,Asfalto,Apto,Seca,Amanecer,NO,Nublado,Buena,Sin Semáforo,Automóvil
236,85199,2020-10-05,06:35:00,Urbana,Calle,ROCA,1200,BOLIVAR,-2.747.221,-5.882.326,0,3,0,2,0,Angulo,2,Asfalto,Apto,Seca,Amanecer,NO,Nublado,Buena,Sin Semáforo,Motocicleta
237,84220,2020-10-05,14:20:00,Urbana,Calle,MEDRANO,3200,CARTAGENA,-2.749.613,-5.880.021,0,1,0,2,0,,2,Asfalto,Apto,,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
238,84220,2020-10-05,14:20:00,Urbana,Calle,MEDRANO,3200,CARTAGENA,-2.749.613,-5.880.021,0,1,0,2,0,,2,Asfalto,Apto,,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
239,91666,2020-10-05,14:00:00,Urbana,Calle,BELGRANO,1900,PARAGUAY,-2.747.308,-5.882.713,3,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
240,91666,2020-10-05,14:00:00,Urbana,Calle,BELGRANO,1900,PARAGUAY,-2.747.308,-5.882.713,3,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
241,77448,2020-10-04,06:45:00,Urbana,Avenida,AV VERA,1200,MENDOZA,-2.746.119,-5.883.489,0,1,0,1,0,,1,Asfalto,Apto,Seca,Amanecer,NO,Despejado,Buena,Sin Semáforo,Motocicleta
242,84586,2020-10-04,09:45:00,Urbana,Calle,ENTRE RIOS,1300,BELGRANO,-2.747.140,-5.884.453,2,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
243,84586,2020-10-04,09:45:00,Urbana,Calle,ENTRE RIOS,1300,BELGRANO,-2.747.140,-5.884.453,2,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
244,87735,2020-10-04,22:15:00,Urbana,Avenida,AV ARMENIA,3200,24 DE agosto,-2.746.711,-5.880.762,2,0,0,2,0,Angulo,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Intermitente,Automóvil
245,87735,2020-10-04,22:15:00,Urbana,Avenida,AV ARMENIA,3200,24 DE agosto,-2.746.711,-5.880.762,2,0,0,2,0,Angulo,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Intermitente,Automóvil
246,85009,2020-10-04,09:47:00,Urbana,Calle,CERDEÑA,3100,ARTAZA,,,1,0,0,1,0,,1,Ripio,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo,Automóvil
247,71459,2020-10-04,10:30:00,Urbana,Calle,MARIO PAYES,Km 8,ACC ESPERANZA,-2.753.107,-5.879.129,1,2,0,1,0,,1,Tierra,Apto,,Día,NO,Despejado,Buena,,Automóvil
248,75098,2020-10-03,09:30:00,Urbana,Calle,RESOAGLI,2000,LAS HERAS,-2.748.461,-5.880.475,1,1,0,2,0,Angulo,2,Tierra,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
249,75098,2020-10-03,09:30:00,Urbana,Calle,RESOAGLI,2000,LAS HERAS,-2.748.461,-5.880.475,1,1,0,2,0,Angulo,2,Tierra,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
250,88065,2020-10-03,11:00:00,Urbana,Calle,J.J. CASTELLI,1500,LUIS BRAILE,-2.747.774,-5.880.951,1,1,0,2,0,Angulo,2,Tierra,Apto,Seca,Día,NO,,Buena,Sin Semáforo,Transporte de carga
251,88065,2020-10-03,11:00:00,Urbana,Calle,J.J. CASTELLI,1500,LUIS BRAILE,-2.747.774,-5.880.951,1,1,0,2,0,Angulo,2,Tierra,Apto,Seca,Día,NO,,Buena,Sin Semáforo,Motocicleta
252,74017,2020-10-01,11:55:00,Urbana,Avenida,AV MEDRANO,2500,LARREA,-2.749.134,-5.879.959,2,0,0,2,0,Angulo,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
253,74017,2020-10-01,11:55:00,Urbana,Avenida,AV MEDRANO,2500,LARREA,-2.749.134,-5.879.959,2,0,0,2,0,Angulo,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
254,74224,2020-10-01,09:10:00,Urbana,Avenida,AV 3 DE ABRIL,800,BLAS PARERA,-2.747.542,-5.884.038,2,0,0,2,0,,2,Hormigón,Apto,"Despejada, Seca",Día,NO,Nublado,Buena,Sin Semáforo,Motocicleta
255,74224,2020-10-01,09:10:00,Urbana,Avenida,AV 3 DE ABRIL,800,BLAS PARERA,-2.747.542,-5.884.038,2,0,0,2,0,,2,Hormigón,Apto,"Despejada, Seca",Día,NO,Nublado,Buena,Sin Semáforo,Automóvil
256,84569,2020-09-30,07:52:00,Urbana,Ruta Nacional,12,KM 1,ROTONDA VIRGEN DE ITATI,-2.748.339,-5.878.244,2,1,0,2,0,Alcance,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
257,84569,2020-09-30,07:52:00,Urbana,Ruta Nacional,12,KM 1,ROTONDA VIRGEN DE ITATI,-2.748.339,-5.878.244,2,1,0,2,0,Alcance,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
258,85761,2020-09-30,03:45:00,Urbana,Avenida,AV INDEPENDENCIA,3126,RECONQUISTA,,,1,2,0,2,0,Otro,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Motocicleta
259,85761,2020-09-30,03:45:00,Urbana,Avenida,AV INDEPENDENCIA,3126,RECONQUISTA,,,1,2,0,2,0,Otro,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Otro
260,86716,2020-09-29,13:50:00,Urbana,Avenida,AV CHACABUCO,1800,GENERAL PAZ,-2.748.062,-5.881.510,1,2,0,2,0,,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Motocicleta
261,86716,2020-09-29,13:50:00,Urbana,Avenida,AV CHACABUCO,1800,GENERAL PAZ,-2.748.062,-5.881.510,1,2,0,2,0,,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
262,89995,2020-09-29,20:00:00,Urbana,Calle,SUIZA,3300,REPUBLIVA DOMINICANA,-2.747.615,-5.881.075,2,0,0,2,0,,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Automóvil
263,89995,2020-09-29,20:00:00,Urbana,Calle,SUIZA,3300,REPUBLIVA DOMINICANA,-2.747.615,-5.881.075,2,0,0,2,0,,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Motocicleta
264,85429,2020-09-28,17:20:00,Urbana,Avenida,AV CHACABUCO,1100,BOLIVAR,-2.747.225,-5.881.317,1,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
265,85429,2020-09-28,17:20:00,Urbana,Avenida,AV CHACABUCO,1100,BOLIVAR,-2.747.225,-5.881.317,1,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
266,85830,2020-09-28,15:50:00,Urbana,Calle,SAN MARTIN,1700,ESPAÑA,-2.747.052,-5.882.948,1,1,0,2,0,,2,Asfalto,Apto,Despejada,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
267,85830,2020-09-28,15:50:00,Urbana,Calle,SAN MARTIN,1700,ESPAÑA,-2.747.052,-5.882.948,1,1,0,2,0,,2,Asfalto,Apto,Despejada,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
268,74213,2020-09-27,07:15:00,Urbana,Avenida,AV 3 DE ABRIL,600,TUCUMAN,-2.747.508,-5.884.220,1,1,0,2,0,Angulo,2,Hormigón,Apto,Seca,Día,SI,Despejado,Buena,No Funciona,Automóvil
269,74213,2020-09-27,07:15:00,Urbana,Avenida,AV 3 DE ABRIL,600,TUCUMAN,-2.747.508,-5.884.220,1,1,0,2,0,Angulo,2,Hormigón,Apto,Seca,Día,SI,Despejado,Buena,No Funciona,Motocicleta
270,85001,2020-09-27,19:50:00,Urbana,Avenida,AV VERA,1500,CATAMARCA,,,1,0,1,2,0,,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Transporte de pasajeros
271,85001,2020-09-27,19:50:00,Urbana,Avenida,AV VERA,1500,CATAMARCA,,,1,0,1,2,0,,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Bicicleta
272,79368,2020-09-25,11:05:00,Urbana,Calle,H. IRIGOYEN,1851,,-2.746.959,-5.882.740,2,1,0,2,0,,2,Asfalto,,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
273,79368,2020-09-25,11:05:00,Urbana,Calle,H. IRIGOYEN,1851,,-2.746.959,-5.882.740,2,1,0,2,0,,2,Asfalto,,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Camioneta/Utilitario
274,72185,2020-09-25,10:25:00,Rural,Avenida,AV .TTE IBAÑE,500,MAIPU,-2.748.330,-5.882.595,2,0,0,2,0,Lateral,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
275,72185,2020-09-25,10:25:00,Rural,Avenida,AV .TTE IBAÑE,500,MAIPU,-2.748.330,-5.882.595,2,0,0,2,0,Lateral,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
276,74892,2020-09-24,11:01:00,Urbana,Avenida,AV. ARTIGAS,1300,BELGRANO,-2.747.387,-5.881.913,1,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Motocicleta
277,74892,2020-09-24,11:01:00,Urbana,Avenida,AV. ARTIGAS,1300,BELGRANO,-2.747.387,-5.881.913,1,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Motocicleta
278,84562,2020-09-23,19:34:00,Urbana,Calle,SANTA CATALINA,1800,LYON,-2.749.480,-5.882.047,2,0,0,2,0,Alcance,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Automóvil
279,84562,2020-09-23,19:34:00,Urbana,Calle,SANTA CATALINA,1800,LYON,-2.749.480,-5.882.047,2,0,0,2,0,Alcance,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Motocicleta
280,84761,2020-09-23,08:20:00,Urbana,Avenida,AV. R.R.ALFONSIN,3400,J.J. CASTELLI,-2.747.225,-5.880.829,1,1,0,2,0,Angulo,2,Asfalto,Apto,Seca,Día,NO,Nublado,Buena,Funciona,Camioneta/Utilitario
281,84761,2020-09-23,08:20:00,Urbana,Avenida,AV. R.R.ALFONSIN,3400,J.J. CASTELLI,-2.747.225,-5.880.829,1,1,0,2,0,Angulo,2,Asfalto,Apto,Seca,Día,NO,Nublado,Buena,Funciona,Motocicleta
282,76545,2020-09-22,14:55:00,Urbana,Avenida,AV PATAGONIA,2000,2 DE abril,-2.749.204,-5.882.790,1,1,0,2,0,Angulo,2,Hormigón,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Camioneta/Utilitario
283,76545,2020-09-22,14:55:00,Urbana,Avenida,AV PATAGONIA,2000,2 DE abril,-2.749.204,-5.882.790,1,1,0,2,0,Angulo,2,Hormigón,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Bicicleta
284,79362,2020-09-22,13:10:00,Urbana,Avenida,AV VERA,1400,CATAMARCA,-2.746.127,-5.883.230,1,1,0,2,0,Angulo,2,,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,No Funciona,Motocicleta
285,79362,2020-09-22,13:10:00,Urbana,Avenida,AV VERA,1400,CATAMARCA,-2.746.127,-5.883.230,1,1,0,2,0,Angulo,2,,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,No Funciona,Cuatriciclo
286,74008,2020-09-22,08:42:00,Urbana,Calle,MEDRANO,1500,,-2.748.036,-5.879.818,2,0,0,2,0,Lateral,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
287,74008,2020-09-22,08:42:00,Urbana,Calle,MEDRANO,1500,,-2.748.036,-5.879.818,2,0,0,2,0,Lateral,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
288,84282,2020-09-21,10:11:00,Urbana,Avenida,AV C.CORRENTINO,3700,TACUARI,-2.748.646,-5.880.726,1,0,0,1,0,,1,Hormigón,Apto,Seca,Día,SI,Despejado,Buena,Funciona,Motocicleta
289,75527,2020-09-21,11:36:00,Urbana,Calle,9 DE julio,1900,PARAGUAY,-2.746.725,-5.882.648,1,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
290,75527,2020-09-21,11:36:00,Urbana,Calle,9 DE julio,1900,PARAGUAY,-2.746.725,-5.882.648,1,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
291,79468,2020-09-21,11:08:00,Urbana,Calle,PARAGUAY,1100,SAN MARTIN,-2.747.075,-5.882.685,1,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
292,79468,2020-09-21,11:08:00,Urbana,Calle,PARAGUAY,1100,SAN MARTIN,-2.747.075,-5.882.685,1,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
293,91679,2020-09-21,13:15:00,Urbana,Ruta Provincial,RUTA PROVINCIAL Nª 5,KM 2,FRENTE INCA,,,1,0,1,1,1,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Camioneta/Utilitario
294,91679,2020-09-21,13:15:00,Urbana,Ruta Provincial,RUTA PROVINCIAL Nª 5,KM 2,FRENTE INCA,,,1,0,1,1,1,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Peatón
295,84758,2020-09-20,10:00:00,Urbana,Avenida,AV.R.R.ALFONSIN,4432,MEDRANO,-2.747.521,-5.879.725,1,1,0,2,0,Angulo,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,No Funciona,Automóvil
296,84758,2020-09-20,10:00:00,Urbana,Avenida,AV.R.R.ALFONSIN,4432,MEDRANO,-2.747.521,-5.879.725,1,1,0,2,0,Angulo,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,No Funciona,Motocicleta
297,88552,2020-09-19,12:30:00,Urbana,Ruta Provincial,RUTA 5,1,,-2.748.602,-5.876.991,1,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
298,88552,2020-09-19,12:30:00,Urbana,Ruta Provincial,RUTA 5,1,,-2.748.602,-5.876.991,1,1,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
299,74180,2020-09-19,01:15:00,Rural,Ruta Nacional,12,1023,,-2.754.237,-5.875.282,0,3,0,2,0,,2,Asfalto,,,Noche,,,,Sin Semáforo,Automóvil
300,74180,2020-09-19,01:15:00,Rural,Ruta Nacional,12,1023,,-2.754.237,-5.875.282,0,3,0,2,0,,2,Asfalto,,,Noche,,,,Sin Semáforo,Automóvil
301,74753,2020-09-18,12:50:00,Urbana,Avenida,AV FERRE,1900,PARAGUAY,-2.747.687,-5.882.749,1,1,0,2,0,,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Motocicleta
302,74753,2020-09-18,12:50:00,Urbana,Avenida,AV FERRE,1900,PARAGUAY,-2.747.687,-5.882.749,1,1,0,2,0,,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
303,76551,2020-09-18,13:50:00,Urbana,Avenida,AV 3 DE ABRIL,1700,SANTA FE,-2.747.651,-5.883.145,2,1,0,2,0,Angulo,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
304,76551,2020-09-18,13:50:00,Urbana,Avenida,AV 3 DE ABRIL,1700,SANTA FE,-2.747.651,-5.883.145,2,1,0,2,0,Angulo,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Bicicleta
305,84588,2020-09-18,19:30:00,Urbana,Calle,MISIONES,400,JUNIN,-2.746.689,-5.884.545,2,0,0,2,0,,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Automóvil
306,84588,2020-09-18,19:30:00,Urbana,Calle,MISIONES,400,JUNIN,-2.746.689,-5.884.545,2,0,0,2,0,,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Automóvil
307,84419,2020-09-18,09:36:00,Urbana,Avenida,AV INDEPENDENCIA,3600,GUEMES,-2.747.930,-5.880.754,2,0,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Transporte de carga
308,84419,2020-09-18,09:36:00,Urbana,Avenida,AV INDEPENDENCIA,3600,GUEMES,-2.747.930,-5.880.754,2,0,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
309,71289,2020-09-17,11:05:00,Urbana,Avenida,AV SANTA ROSA,1700,ÑAEMBE,-2.747.902,-5.881.999,1,1,0,2,0,,2,Hormigón,Apto,Seca,Día,NO,Despejado,,Sin Semáforo,Automóvil
310,71289,2020-09-17,11:05:00,Urbana,Avenida,AV SANTA ROSA,1700,ÑAEMBE,-2.747.902,-5.881.999,1,1,0,2,0,,2,Hormigón,Apto,Seca,Día,NO,Despejado,,Sin Semáforo,Motocicleta
311,84578,2020-09-17,14:40:00,Urbana,Calle,INGLATERRA,4200,LORETA,-2.750.561,-5.880.252,1,1,0,2,0,Angulo,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
312,84578,2020-09-17,14:40:00,Urbana,Calle,INGLATERRA,4200,LORETA,-2.750.561,-5.880.252,1,1,0,2,0,Angulo,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
313,84763,2020-09-15,11:45:00,Urbana,Ruta Provincial,5,100,ROTONDA DE LA VIRGEN DE ITATI,-2.748.470,-5.878.139,2,0,0,2,0,Alcance,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
314,84763,2020-09-15,11:45:00,Urbana,Ruta Provincial,5,100,ROTONDA DE LA VIRGEN DE ITATI,-2.748.470,-5.878.139,2,0,0,2,0,Alcance,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
315,76043,2020-09-15,20:00:00,Urbana,Avenida,AV MAIPU,1500,ASUNCION,-2.749.119,-5.881.979,0,1,0,1,0,,1,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Funciona,Motocicleta
316,85440,2020-09-14,06:30:00,Urbana,Avenida,AV MAIPU,1045,,,,1,0,0,1,0,,1,Asfalto,,Seca,Amanecer,NO,Despejado,Buena,Sin Semáforo,Motocicleta
317,84285,2020-09-14,20:30:00,Urbana,Avenida,MEDRANO,2800,SAN FRANCISCO DE ASIS,-2.749.315,-5.879.929,1,1,0,2,0,,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Automóvil
318,84285,2020-09-14,20:30:00,Urbana,Avenida,MEDRANO,2800,SAN FRANCISCO DE ASIS,-2.749.315,-5.879.929,1,1,0,2,0,,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Motocicleta
319,81314,2020-09-13,22:30:00,Urbana,Calle,MORENO,2100,ROCA,-2.747.451,-5.882.346,1,1,0,2,0,Angulo,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Motocicleta
320,81314,2020-09-13,22:30:00,Urbana,Calle,MORENO,2100,ROCA,-2.747.451,-5.882.346,1,1,0,2,0,Angulo,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Motocicleta
321,74034,2020-09-12,20:20:00,Urbana,Calle,MENDOZA,1800,GENERAL PAZ,-2.747.829,-5.883.680,2,0,0,2,0,Frontal,2,Asfalto,Apto,Seca,Noche,NO,Despejado,Buena,Sin Semáforo,Automóvil
322,74034,2020-09-12,20:20:00,Urbana,Calle,MENDOZA,1800,GENERAL PAZ,-2.747.829,-5.883.680,2,0,0,2,0,Frontal,2,Asfalto,Apto,Seca,Noche,NO,Despejado,Buena,Sin Semáforo,Automóvil
323,80494,2020-09-12,19:30:00,Urbana,Calle,AV PUJOL,22001,CARLOS PELLEGRINI,-2.746.644,-5.882.268,2,0,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
324,80494,2020-09-12,19:30:00,Urbana,Calle,AV PUJOL,22001,CARLOS PELLEGRINI,-2.746.644,-5.882.268,2,0,0,2,0,,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Bicicleta
325,84226,2020-09-12,22:15:00,Urbana,Avenida,AV COLON,800,IRALA,-2.748.838,-5.884.331,0,1,0,1,0,,1,Asfalto,Apto,Seca,Noche,NO,Viento,Buena,Sin Semáforo,Motocicleta
326,86712,2020-09-12,08:29:00,Urbana,Ruta Provincial,5,1000,YEDRO,-2.748.859,-5.876.191,0,2,0,2,0,Angulo,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
327,86712,2020-09-12,08:29:00,Urbana,Ruta Provincial,5,1000,YEDRO,-2.748.859,-5.876.191,0,2,0,2,0,Angulo,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
328,79285,2020-09-12,06:00:00,Urbana,Avenida,AV FERRE,2100,BRASIL,-2.747.714,-5.882.507,2,0,0,2,0,,2,Asfalto,Apto,Seca,Amanecer,SI,Despejado,Buena,Funciona,Automóvil
329,79285,2020-09-12,06:00:00,Urbana,Avenida,AV FERRE,2100,BRASIL,-2.747.714,-5.882.507,2,0,0,2,0,,2,Asfalto,Apto,Seca,Amanecer,SI,Despejado,Buena,Funciona,Automóvil
330,76052,2020-09-10,17:40:00,Urbana,Avenida,AV MAIPU,2800,LOS MATACOS,-2.750.375,-5.881.218,3,1,0,3,0,,3,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
331,76052,2020-09-10,17:40:00,Urbana,Avenida,AV MAIPU,2800,LOS MATACOS,-2.750.375,-5.881.218,3,1,0,3,0,,3,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Transporte de pasajeros
332,76052,2020-09-10,17:40:00,Urbana,Avenida,AV MAIPU,2800,LOS MATACOS,-2.750.375,-5.881.218,3,1,0,3,0,,3,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
333,80974,2020-09-09,22:10:00,Urbana,Avenida,AV. PAYSANDU,4200,TEGUELCHE,-2.750.060,-5.882.589,1,1,0,2,0,,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Motocicleta
334,80974,2020-09-09,22:10:00,Urbana,Avenida,AV. PAYSANDU,4200,TEGUELCHE,-2.750.060,-5.882.589,1,1,0,2,0,,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Automóvil
335,84424,2020-09-08,17:08:00,Urbana,Avenida,AV FERRE,1800,JUJUY,-2.747.667,-5.882.878,1,2,0,2,1,,3,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
