,id_feu,siniestro_fecha,siniestro_hora,zona_ocurrencia,via_publica,nombre_via,altura_km,entre_calle_1,latitud,longitud,ilesos,heridos,fallecidos,vehiculos,peatones,tipo_siniestro_unico,cantidad_de_involucrados,material_de_la_calzada,estado_de_la_calzada,estado_fisico_ambiental,luminosidad,luz_artificial,estado_ambiental,visibilidad,semaforo,tipo_involucrado
10,152105,2022-12-21,18:58:00,Urbana,Ruta Nacional,12,,CUBA,,,3.0,0.0,0.0,3,0.0,Colisión entre vehículos,3,Asfalto,,Seca,Atardecer,SI,Despejado,Buena,Funciona,Camioneta/Utilitario
11,175468,2022-12-20,11:30:00,Urbana,Calle,JUJUY,1800,3 DE abril,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,,Despejado,,S/D,Automóvil
12,175468,2022-12-20,11:30:00,Urbana,Calle,JUJUY,1800,3 DE abril,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,,Despejado,,S/D,Motocicleta
13,133417,2022-12-20,7:00:00,Urbana,Avenida,AV. INDEPENDENCIA,,"J,J. CASTELLI",,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
14,133417,2022-12-20,7:00:00,Urbana,Avenida,AV. INDEPENDENCIA,,"J,J. CASTELLI",,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Transporte de carga
15,151197,2022-12-19,9:50:00,Urbana,Ruta Nacional,12,KM7,,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
16,151197,2022-12-19,9:50:00,Urbana,Ruta Nacional,12,KM7,,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
17,136376,2022-12-19,9:14:00,Urbana,Calle,MEDRANO,2300,LARREA,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,,Automóvil
18,136376,2022-12-19,9:14:00,Urbana,Calle,MEDRANO,2300,LARREA,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,,Motocicleta
19,166826,2022-12-18,10:35:00,Urbana,Avenida,AVENIDA LIBERTAD,5255,,-2.747.665,-5.878.859,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Despejada,Día,NO,Despejado,Buena,Funciona,Camioneta/Utilitario
20,166826,2022-12-18,10:35:00,Urbana,Avenida,AVENIDA LIBERTAD,5255,,-2.747.665,-5.878.859,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Despejada,Día,NO,Despejado,Buena,Funciona,Motocicleta
21,158159,2022-12-18,21:50:00,Urbana,Avenida,AV CENTENARIO,4000,LOS TILOS,-2.747.408,-5.880.141,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Noche,SI,Despejado,Buena,Sin Semáforo,Motocicleta
22,158159,2022-12-18,21:50:00,Urbana,Avenida,AV CENTENARIO,4000,LOS TILOS,-2.747.408,-5.880.141,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Noche,SI,Despejado,Buena,Sin Semáforo,Automóvil
23,151163,2022-12-16,10:00:00,Urbana,,SAN LORENZO,,H.YRIGOYEN,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Nublado,Buena,Funciona,Automóvil
24,151163,2022-12-16,10:00:00,Urbana,,SAN LORENZO,,H.YRIGOYEN,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Nublado,Buena,Funciona,Motocicleta
25,174822,2022-12-15,11:15:00,Urbana,Calle,RIVADAVIA,2500,ITUZAINGO,-2.747.603,-5.882.011,1.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,,Despejado,,Sin Semáforo,Motocicleta
26,174822,2022-12-15,11:15:00,Urbana,Calle,RIVADAVIA,2500,ITUZAINGO,-2.747.603,-5.882.011,1.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,,Despejado,,Sin Semáforo,Motocicleta
27,157799,2022-12-15,10:49:00,Urbana,Avenida,AV CHACABUCO,1300,SUIZA,,,1.0,0.0,0.0,1,0.0,Choque,1,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Funciona,Camioneta/Utilitario
28,175505,2022-12-15,19:40:00,Urbana,Calle,SAN LUIS,,9 DE julio,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,,Sin Semáforo,Motocicleta
29,175505,2022-12-15,19:40:00,Urbana,Calle,SAN LUIS,,9 DE julio,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,,Sin Semáforo,Motocicleta
30,152097,2022-12-15,17:20:00,Urbana,,CATUEÑO,,ALFONSIN,,,0.0,2.0,0.0,2,0.0,Colisión entre vehículos,2,,Apto,Seca,Día,NO,Despejado,Buena,,Motocicleta
31,152097,2022-12-15,17:20:00,Urbana,,CATUEÑO,,ALFONSIN,,,0.0,2.0,0.0,2,0.0,Colisión entre vehículos,2,,Apto,Seca,Día,NO,Despejado,Buena,,Motocicleta
32,139936,2022-12-14,16:50:00,Urbana,Avenida,AV ARMENIA,3400,BENITO LINCH,,,1.0,0.0,0.0,1,0.0,Caída desde vehículo,1,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
33,153869,2022-12-14,7:20:00,Urbana,Avenida,AV. PATAGONIA,2200,AV PAYSANDU,-2.749.263,-5.882.441,1.0,2.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
34,153869,2022-12-14,7:20:00,Urbana,Avenida,AV. PATAGONIA,2200,AV PAYSANDU,-2.749.263,-5.882.441,1.0,2.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
35,162765,2022-12-14,8:40:00,Urbana,Calle,CARLOS PELLEGRINI,1057,,-2.746.526,-5.883.707,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Funciona,Transporte de pasajeros
36,162765,2022-12-14,8:40:00,Urbana,Calle,CARLOS PELLEGRINI,1057,,-2.746.526,-5.883.707,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Funciona,Bicicleta
37,148158,2022-12-14,10:40:00,Urbana,Avenida,AV. PEDRO FERRE,1720,ESPAÑA,-2.747.639,-5.883.015,5.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Camioneta/Utilitario
38,148158,2022-12-14,10:40:00,Urbana,Avenida,AV. PEDRO FERRE,1720,ESPAÑA,-2.747.639,-5.883.015,5.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
39,133416,2022-12-13,10:55:00,Urbana,Avenida,PEDERNERA,,AV. ARMENIA,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo,Automóvil
40,133416,2022-12-13,10:55:00,Urbana,Avenida,PEDERNERA,,AV. ARMENIA,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo,Motocicleta
41,144739,2022-12-12,10:33:00,Urbana,Calle,SALTA,,SAN MARTIN,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
42,144739,2022-12-12,10:33:00,Urbana,Calle,SALTA,,SAN MARTIN,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
43,145037,2022-12-11,22:30:00,Urbana,Avenida,AV RAUL ALFONSIN,5100,GODOY CRUZ,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Nublado,Buena,Funciona,Camioneta/Utilitario
44,145037,2022-12-11,22:30:00,Urbana,Avenida,AV RAUL ALFONSIN,5100,GODOY CRUZ,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Nublado,Buena,Funciona,Motocicleta
45,157809,2022-12-09,17:08:00,Urbana,Calle,SAN LUIS,,BELGRANO,-2.747.098,-5.884.325,1.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
46,157809,2022-12-09,17:08:00,Urbana,Calle,SAN LUIS,,BELGRANO,-2.747.098,-5.884.325,1.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
47,146709,2022-12-09,7:10:00,Urbana,Avenida,,,FRAGATA ARGENTINA,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
48,146709,2022-12-09,7:10:00,Urbana,Avenida,,,FRAGATA ARGENTINA,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Motocicleta
49,160639,2022-12-09,22:30:00,Urbana,Avenida,AVDA FERRÉ,2790,CHILE,-2.747.826,-5.881.747,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Funciona,Transporte de carga
50,160639,2022-12-09,22:30:00,Urbana,Avenida,AVDA FERRÉ,2790,CHILE,-2.747.826,-5.881.747,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Funciona,Transporte de carga
51,146706,2022-12-09,6:20:00,Urbana,,RUTA 5,,,,,3.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Despejada,Amanecer,SI,Despejado,Buena,Funciona,Automóvil
52,146706,2022-12-09,6:20:00,Urbana,,RUTA 5,,,,,3.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Despejada,Amanecer,SI,Despejado,Buena,Funciona,Motocicleta
53,153889,2022-12-08,9:45:00,Urbana,,9 DE julio,,BRASIL,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,,Camioneta/Utilitario
54,153889,2022-12-08,9:45:00,Urbana,,9 DE julio,,BRASIL,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,,Automóvil
55,142710,2022-12-08,7:45:00,Urbana,Calle,CARLOS PELLEGRINI,1300,CORDOBA,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Mojada,Día,NO,Lluvia,Buena,Funciona,Automóvil
56,142710,2022-12-08,7:45:00,Urbana,Calle,CARLOS PELLEGRINI,1300,CORDOBA,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Mojada,Día,NO,Lluvia,Buena,Funciona,Automóvil
57,132615,2022-12-07,22:05:00,Urbana,Avenida,AV. ARMINIA,,ONTIVEROS,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,,Despejado,Buena,,Automóvil
58,132615,2022-12-07,22:05:00,Urbana,Avenida,AV. ARMINIA,,ONTIVEROS,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,,Despejado,Buena,,Motocicleta
59,156531,2022-12-06,22:15:00,,,AV. MEDRANO,,SAN FRANCISCODE ASIS,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Camioneta/Utilitario
60,156531,2022-12-06,22:15:00,,,AV. MEDRANO,,SAN FRANCISCODE ASIS,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Motocicleta
61,155616,2022-12-06,14:30:00,Urbana,Avenida,ALTA GRACIA,2464,,,,2.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
62,155616,2022-12-06,14:30:00,Urbana,Avenida,ALTA GRACIA,2464,,,,2.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
63,167750,2022-12-05,11:13:00,Urbana,Avenida,AVENIDA CENTENARIO,3030,,-2.748.650,-5.883.247,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,,Día,NO,Despejado,Buena,,Motocicleta
64,167750,2022-12-05,11:13:00,Urbana,Avenida,AVENIDA CENTENARIO,3030,,-2.748.650,-5.883.247,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,,Día,NO,Despejado,Buena,,Motocicleta
65,159883,2022-12-05,8:45:00,Urbana,Calle,FACUNDO,224,,-2.749.574,-5.884.329,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
66,159883,2022-12-05,8:45:00,Urbana,Calle,FACUNDO,224,,-2.749.574,-5.884.329,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Transporte de carga
67,167751,2022-12-04,23:05:00,Urbana,Avenida,AVENIDA MAIPÚ,6000,,-2.753.099,-5.876.936,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Automóvil
68,167751,2022-12-04,23:05:00,Urbana,Avenida,AVENIDA MAIPÚ,6000,,-2.753.099,-5.876.936,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,Motocicleta
69,176151,2022-12-04,9:00:00,Urbana,Avenida,INDEPENDENCIA,,GUEMEZ,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,,Despejado,,Funciona,Automóvil
70,176151,2022-12-04,9:00:00,Urbana,Avenida,INDEPENDENCIA,,GUEMEZ,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,,Despejado,,Funciona,Automóvil
71,152095,2022-12-04,16:50:00,Urbana,,PUJOL,,PELLEGRINI,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
72,152095,2022-12-04,16:50:00,Urbana,,PUJOL,,PELLEGRINI,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Camioneta/Utilitario
73,156561,2022-12-04,12:20:00,Urbana,Calle,HIPOLITO YRIGOYEN,800,SALTA,-2.746.844,-5.883.925,2.0,1.0,0.0,3,0.0,Colisión entre vehículos,3,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
74,156561,2022-12-04,12:20:00,Urbana,Calle,HIPOLITO YRIGOYEN,800,SALTA,-2.746.844,-5.883.925,2.0,1.0,0.0,3,0.0,Colisión entre vehículos,3,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Camioneta/Utilitario
75,156561,2022-12-04,12:20:00,Urbana,Calle,HIPOLITO YRIGOYEN,800,SALTA,-2.746.844,-5.883.925,2.0,1.0,0.0,3,0.0,Colisión entre vehículos,3,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
76,169894,2022-12-02,14:30:00,Urbana,Avenida,AVENIDA INDEPENDENCIA,3600,TACUARÍ,-2.747.932,-5.880.636,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Hormigón,Apto,"Despejada, Seca",Día,NO,,,Funciona,Automóvil
77,169894,2022-12-02,14:30:00,Urbana,Avenida,AVENIDA INDEPENDENCIA,3600,TACUARÍ,-2.747.932,-5.880.636,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Hormigón,Apto,"Despejada, Seca",Día,NO,,,Funciona,Motocicleta
78,175460,2022-12-02,20:10:00,Urbana,Avenida,AV RAUL ALFONSIN,3000,,,,0.0,1.0,0.0,1,0.0,Caída desde vehículo,1,Asfalto,Apto,Seca,Noche,SI,Despejado,,Sin Semáforo,Motocicleta
79,139278,2022-12-01,14:34:00,Urbana,Calle,CATAMARCA,800,,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Camioneta/Utilitario
80,139278,2022-12-01,14:34:00,Urbana,Calle,CATAMARCA,800,,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Motocicleta
81,139948,2022-12-01,10:52:00,Urbana,Calle,CARLOS PELLEGRINI,1600,,,,7.0,0.0,0.0,3,0.0,Colisión entre vehículos,3,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
82,139948,2022-12-01,10:52:00,Urbana,Calle,CARLOS PELLEGRINI,1600,,,,7.0,0.0,0.0,3,0.0,Colisión entre vehículos,3,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Camioneta/Utilitario
83,139948,2022-12-01,10:52:00,Urbana,Calle,CARLOS PELLEGRINI,1600,,,,7.0,0.0,0.0,3,0.0,Colisión entre vehículos,3,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Camioneta/Utilitario
84,151196,2022-11-30,12:12:00,Urbana,,LAPRIDA,1401,,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
85,151196,2022-11-30,12:12:00,Urbana,,LAPRIDA,1401,,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
86,156534,2022-11-30,6:20:00,,Avenida,AV. 3 DE ABRIL,,SANTA FE,,,0.0,1.0,0.0,1,0.0,Caída desde vehículo,1,Asfalto,Apto,Mojada,Noche,SI,Lluvia,Lluvia,Funciona,Bicicleta
87,161491,2022-11-29,7:40:00,Urbana,Avenida,AVDA 3 DE ABRIL,1200,MENDOZA,-2.747.563,-5.883.646,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,,Despejado,Buena,Funciona,Automóvil
88,161491,2022-11-29,7:40:00,Urbana,Avenida,AVDA 3 DE ABRIL,1200,MENDOZA,-2.747.563,-5.883.646,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,,Despejado,Buena,Funciona,Motocicleta
89,143760,2022-11-29,12:58:00,Urbana,Avenida,AV. INDEPENDENCIA,3600,GUEMES,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
90,143760,2022-11-29,12:58:00,Urbana,Avenida,AV. INDEPENDENCIA,3600,GUEMES,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
91,176157,2022-11-28,23:30:00,Urbana,Calle,MEDRANO,,ZAPIOLA,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,,Sin Semáforo,Motocicleta
92,176157,2022-11-28,23:30:00,Urbana,Calle,MEDRANO,,ZAPIOLA,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,,Sin Semáforo,Motocicleta
93,151157,2022-11-28,12:45:00,Urbana,,QUINQUELA MARTIN,,CENTENARIO,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Despejada,Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
94,151157,2022-11-28,12:45:00,Urbana,,QUINQUELA MARTIN,,CENTENARIO,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Despejada,Día,NO,Despejado,Buena,Sin Semáforo,Bicicleta
95,151169,2022-11-27,7:35:00,Urbana,Avenida,RIO CHICO,5200,MADERO,,,0.0,1.0,0.0,1,0.0,Caída desde vehículo,1,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Motocicleta
96,165346,2022-11-26,20:45:00,Urbana,Avenida,AVENIDA RÍO CHICO,5600,LAS AMAPOLAS,-2.746.091,-5.878.031,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Noche,SI,Despejado,Buena,Sin Semáforo,Motocicleta
97,165346,2022-11-26,20:45:00,Urbana,Avenida,AVENIDA RÍO CHICO,5600,LAS AMAPOLAS,-2.746.091,-5.878.031,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Noche,SI,Despejado,Buena,Sin Semáforo,Motocicleta
98,142758,2022-11-26,2:15:00,Urbana,Calle,IBERA,1100,PJE LAS FLORES,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Baches,Mojada,,SI,Nublado,Buena,Sin Semáforo,Automóvil
99,142758,2022-11-26,2:15:00,Urbana,Calle,IBERA,1100,PJE LAS FLORES,,,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Baches,Mojada,,SI,Nublado,Buena,Sin Semáforo,Bicicleta
100,157804,2022-11-26,7:42:00,Urbana,Calle,GUTENBERG,2202,MADARIAGA,-2.748.346,-5.883.228,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
101,157804,2022-11-26,7:42:00,Urbana,Calle,GUTENBERG,2202,MADARIAGA,-2.748.346,-5.883.228,1.0,1.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,Automóvil
102,165287,2022-11-26,11:40:00,Urbana,Avenida,AV INDEPENDENCIA,4300,RIO JURAMENTO,-2.748.144,-5.879.934,4.0,1.0,0.0,4,0.0,Colisión entre vehículos,4,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Camioneta/Utilitario
103,165287,2022-11-26,11:40:00,Urbana,Avenida,AV INDEPENDENCIA,4300,RIO JURAMENTO,-2.748.144,-5.879.934,4.0,1.0,0.0,4,0.0,Colisión entre vehículos,4,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
104,165287,2022-11-26,11:40:00,Urbana,Avenida,AV INDEPENDENCIA,4300,RIO JURAMENTO,-2.748.144,-5.879.934,4.0,1.0,0.0,4,0.0,Colisión entre vehículos,4,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Camioneta/Utilitario
105,165287,2022-11-26,11:40:00,Urbana,Avenida,AV INDEPENDENCIA,4300,RIO JURAMENTO,-2.748.144,-5.879.934,4.0,1.0,0.0,4,0.0,Colisión entre vehículos,4,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,Automóvil
106,133402,2022-11-25,11:55:00,Urbana,Avenida,AV. FERRE,2100,,,,2.0,0.0,0.0,2,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,,Camioneta/Utilitario
