,id_feu,siniestro_fecha,siniestro_hora,zona_ocurrencia,via_publica,nombre_via,entre_calle_1,latitud,longitud,ilesos,heridos,fallecidos,vehiculos,peatones,tipo_siniestro_unico,cantidad_de_involucrados,material_de_la_calzada,estado_de_la_calzada,estado_fisico_ambiental,luminosidad,luz_artificial,estado_ambiental,visibilidad,semaforo
127,49002,2018-10-10,12:10:00,Urbana,Avenida,AVENIDA EL MAESTRO,COSQUIN,-2.749.397,-5.883.010,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona
128,49150,2018-12-08,17:40:00,Urbana,Avenida,MAIPU,,-2.749.890,-5.881.461,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,,Seca,Día,NO,,Buena,
129,48844,2018-08-13,01:50:00,Urbana,Avenida,AV GENERAL SAN MARTIN,PASAJE QUEVEDO,-2.747.068,-5.885.424,1,0,1,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
130,49077,2018-11-07,18:43:00,Urbana,Avenida,RIO CHICO,VENECIA,-2.746.072,-5.878.838,1,0,0,1,0,Vuelco (solo 1 participante),1,Hormigón,Apto,Seca,Atardecer,NO,Despejado,Buena,Sin Semáforo
131,49149,2018-12-19,17:50:00,Urbana,Avenida,AVENIDA MAIPU,,-2.749.850,-5.881.464,0,2,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
132,49062,2018-11-02,12:50:00,Urbana,Calle,MEDRANO,RIO DE JANEIRO,-2.749.314,-5.879.958,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
133,49073,2018-11-07,09:00:00,Urbana,Ruta Nacional,12,,,,1,3,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
134,48969,2018-09-25,20:15:00,Urbana,Avenida,AVENIDA LIBERTAD,LAS AZALEAS,-2.746.310,-5.877.548,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,,Día,NO,Despejado,Buena,
135,49198,2018-12-30,06:23:00,Urbana,Avenida,AV 3 DE ABRIL,DECENSO PUENTE GRAL BELGRANO,-2.747.421,-5.884.947,1,0,0,1,0,Colisión entre vehículos,1,Asfalto,Apto,Seca,Día,,Despejado,Buena,Sin Semáforo
136,48924,2018-09-10,10:15:00,Urbana,Avenida,AVENIDA ARMENIA,EL URUNDAY,-2.746.850,-5.879.693,1,2,0,3,0,Colisión entre vehículos,3,Asfalto,Apto,Seca,Día,,Despejado,Buena,Sin Semáforo
137,48972,2018-09-26,12:05:00,Urbana,Avenida,AVENIDA JUAN DE VERA,SAN JUAN,-2.746.177,-5.883.634,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,,
138,48817,2018-08-07,06:15:00,Urbana,Calle,MENDOZA,LAVALLE,-2.747.714,-5.883.668,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Amanecer,SI,Despejado,Buena,Sin Semáforo
139,48888,2018-09-03,16:00:00,Urbana,Avenida,AV PEDRO FERRE,CHILE,-2.747.803,-5.881.984,1,2,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,Funciona
140,49068,2018-11-05,17:50:00,Urbana,Avenida,AVENIDA CENTENARIO,RESOAGLI,-2.747.340,-5.880.346,0,2,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Amanecer,NO,Despejado,Buena,Sin Semáforo
141,48960,2018-09-24,23:50:00,Urbana,Calle,MENDOZA,MAGALLANES,-2.749.259,-5.883.814,0,1,0,1,0,Atropello a animal/es,1,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
142,49058,2018-10-31,09:45:00,Urbana,Avenida,AV JR FERNANDEZ,,-2.746.597,-5.878.938,1,0,0,1,0,Colisión entre vehículos,1,Hormigón,Apto,Mojada,Día,NO,Lluvia,Buena,Sin Semáforo
143,49157,2018-12-11,15:10:00,Urbana,Calle,CORDOBA,JUNIN,-2.746.839,-5.883.445,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,SI,Despejado,Buena,Funciona
144,49145,2018-12-07,09:05:00,Urbana,Avenida,MAIPU,HONDURAS,-2.748.560,-5.882.398,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
145,48802,2018-08-01,16:15:00,Urbana,Avenida,MEDRANO,LAS HERAS,-2.748.543,-5.879.903,0,2,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
146,49035,2018-10-22,09:10:00,Urbana,Calle,COMECHINGONES,TUNUYAN,-2.750.542,-5.882.076,1,0,0,1,0,Colisión entre vehículos,1,Tierra,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
147,49182,2018-12-21,08:25:00,Urbana,Avenida,AV ARTIGAS,,-2.747.163,-5.881.879,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Mojada,Día,NO,Lluvia,Lluvia,Sin Semáforo
148,49001,2018-10-09,11:00:00,Urbana,Calle,MENDOZA,BOLIVAR,-2.747.096,-5.883.599,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
149,49096,2018-11-18,19:00:00,Urbana,Calle,GUASTAVINO,PERUGORRIA,-2.748.390,-5.884.423,0,0,1,1,0,Colisión entre vehículos,1,Asfalto,Apto,Seca,Atardecer,NO,Despejado,Buena,Sin Semáforo
150,48807,2018-08-03,18:05:00,Urbana,Avenida,AV. MAIPU,VALPARAIZO,-2.749.727,-5.881.595,0,2,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,,Día,NO,Despejado,Buena,Sin Semáforo
151,49100,2018-11-20,07:00:00,Urbana,Calle,Bolivar,,-2.747.262,-5.881.940,3,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
152,48847,2018-08-16,12:15:00,Urbana,Avenida,AV INDEPENDENCIA,,-2.747.926,-5.880.668,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
153,48938,2018-09-18,09:00:00,Urbana,Avenida,AVENIDA COSTANERA,PELLEGRINI,-2.746.448,-5.884.637,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,,Día,NO,Despejado,Buena,Sin Semáforo
154,49011,2018-10-13,17:50:00,Urbana,Avenida,ARTIGAS,,-2.747.510,-5.881.928,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Atardecer,NO,Despejado,Buena,Funciona
155,48986,2018-09-27,10:15:00,Urbana,Calle,CORDOBA,,-2.746.799,-5.883.449,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,,Día,NO,Despejado,Buena,Funciona
156,49088,2018-11-15,12:08:00,Urbana,Avenida,AV. JUAN DE PERON,,-2.749.007,-5.878.499,1,1,0,1,1,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
157,49104,2018-11-21,22:45:00,Urbana,Avenida,AV. RAUL ALFONSIN,,-2.747.410,-5.880.145,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,,,Sin Semáforo
158,48968,2018-09-26,12:38:00,Urbana,Avenida,AVENIDA INDEPENDENCIA,TACUARI,-2.747.951,-5.880.636,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona
159,48877,2018-08-26,07:30:00,Rural,Calle,RUTA 5,JOAQUIN ARQUERO,-2.748.619,-5.876.973,0,2,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo
160,48840,2018-08-12,06:19:00,Urbana,Ruta Nacional,12,,-2.746.867,-5.877.765,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Amanecer,NO,Despejado,Buena,No Funciona
161,49191,2018-12-26,09:30:00,Urbana,Calle,SANTA ROSA,GRAL. PAZ,-2.748.009,-5.882.011,1,2,0,2,0,Colisión entre vehículos,2,Hormigón,,,Día,NO,Despejado,Buena,Sin Semáforo
162,48798,2018-08-01,10:40:00,Urbana,Calle,CORDOBA,JULIO,-2.746.674,-5.883.425,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
163,48856,2018-08-21,13:10:00,Urbana,Calle,GENERAL PAZ,RIOJA,-2.747.803,-5.883.937,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
164,48878,2018-07-06,13:40:00,Urbana,Avenida,AV. ARMENIA,,-2.746.758,-5.880.606,3,0,0,3,0,Colisión entre vehículos,3,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
165,49107,2018-11-22,12:50:00,Urbana,Calle,ACONCAGUA,,-2.750.028,-5.881.977,1,1,0,1,1,Colisión entre vehículos,2,Hormigón,Apto,,Día,NO,Nublado,Buena,Sin Semáforo
166,49183,2018-12-21,16:10:00,Urbana,Ruta Provincial,RUTA PROVINCIAL N° 5,,-2.748.562,-5.877.192,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Atardecer,NO,Despejado,Buena,Sin Semáforo
167,49067,2018-11-03,06:35:00,Urbana,Avenida,RUTA NAC 12,AVENIDA MAIPU,-2.752.502,-5.876.510,1,0,0,1,0,Despiste,1,Asfalto,Apto,Mojada,Día,NO,Lluvia,Lluvia,Sin Semáforo
168,48928,2018-09-12,10:10:00,Urbana,Calle,BOLIVAR,ESPAÑA,-2.747.161,-5.882.964,3,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,
169,48830,2018-08-16,09:00:00,Urbana,Avenida,AV. INDEPENDENCIA,REPUBLICA DOMINICANA,-2.747.882,-5.881.131,2,3,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,,Día,NO,Despejado,Buena,No Funciona
170,49008,2018-10-11,11:30:00,Urbana,Calle,25 DE mayo,MENDOZA,-2.746.437,-5.883.527,3,0,0,3,0,Colisión entre vehículos,3,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
171,49163,2018-12-23,10:30:00,Urbana,Calle,LAVALLE,GOB MARTINEZ P.,-2.747.881,-5.881.741,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Despejada,Día,NO,Despejado,Buena,Sin Semáforo
172,49125,2018-12-01,10:12:00,Urbana,Calle,ESTADOS UNIDOS,VIRASORO,-2.746.856,-5.881.325,1,0,1,2,0,Colisión entre vehículos,2,Asfalto,Apto,Despejada,Día,NO,Despejado,Buena,Sin Semáforo
173,48851,2018-08-19,06:37:00,Urbana,Avenida,AV PATAGONIA,AV SARMIENTO,-2.749.063,-5.883.113,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Amanecer,NO,Nublado,Buena,Sin Semáforo
174,48858,2018-08-06,17:45:00,Urbana,Calle,Belgrano,Paraguay,-2.747.302,-5.882.702,1,2,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Despejada,Día,NO,Despejado,Buena,Sin Semáforo
175,48797,2018-08-01,07:50:00,Urbana,Calle,RIVADAVIA,ESPAÑA,-2.747.501,-5.883.000,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo
176,48810,2018-08-04,10:40:00,Urbana,Avenida,JR.FERNANDEZ,,-2.746.258,-5.878.738,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
177,49099,2018-11-19,07:15:00,Urbana,Avenida,AV MAIPU,MADARIAGA,-2.748.513,-5.882.427,1,1,0,1,1,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
178,48848,2018-08-17,13:05:00,Urbana,Calle,MEDRANO,LAS HERAS,-2.748.543,-5.879.904,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
179,48876,2018-08-26,22:40:00,Urbana,Avenida,AVENIDA LA PAZ,SANTA CRUZ,-2.749.053,-5.882.595,0,2,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,
180,49124,2018-12-01,09:10:00,Urbana,Avenida,AV CAZADORES CORRENTINO,RESOAGLI,-2.748.695,-5.880.535,0,3,0,1,1,Atropello a peatón/es,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
181,49040,2018-10-25,09:30:00,Urbana,Calle,RIVADAVIA,ESPAÑA,-2.747.500,-5.882.995,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
182,48935,2018-09-13,19:30:00,Urbana,Avenida,AVENIDA PUJOL,AVENIDA GOBERNADOR RUIZ,-2.746.672,-5.882.222,1,1,0,1,0,Caída desde vehículo,1,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
183,48863,2018-08-23,10:20:00,Urbana,Calle,RUTA12 INGREZO AL PIRAYUII,,-2.750.066,-5.877.550,1,1,0,2,0,Colisión entre vehículos,2,Tierra,Apto,Seca,Día,NO,,,Sin Semáforo
184,49045,2018-10-27,01:55:00,Urbana,Avenida,MAIPU,CARIBE,-2.749.895,-5.881.488,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Despejada,Noche,SI,Despejado,Buena,Sin Semáforo
185,49133,2018-12-04,13:00:00,Urbana,Calle,SAN MARTIN,PEDRO BORGATTI,-2.746.876,-5.885.079,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo
186,49147,2018-12-07,12:05:00,Urbana,Avenida,AV. MAIPU,AV.PAYES,-2.753.099,-5.879.125,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
187,49046,2018-10-27,09:42:00,Urbana,Avenida,AV. COSTANERA,SAN MARTIN,-2.746.817,-5.885.229,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
188,48825,2018-08-09,08:10:00,Rural,Ruta Nacional,12,,-2.749.216,-5.877.896,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Nublado,Buena,Sin Semáforo
189,48867,2018-08-25,07:30:00,Rural,Ruta Provincial,RUTA 5,CALLE CREMONTE,-2.748.452,-5.877.937,0,2,0,1,0,Despiste,1,Asfalto,Apto,Seca,Amanecer,SI,Despejado,Buena,Sin Semáforo
190,48913,2018-09-07,20:15:00,Urbana,Calle,JUJUY,BELGRANO,-2.747.287,-5.882.844,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo
191,49152,2018-12-09,07:10:00,Urbana,Calle,BENJAMIN DE LA VEGA,GRAL PAZ,-2.747.690,-5.884.722,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
192,49178,2018-12-20,09:20:00,Urbana,Calle,MENDOZA,RIVADAVIA,-2.747.443,-5.883.630,4,0,0,4,0,Colisión entre vehículos,4,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
193,48806,2018-08-03,08:50:00,Urbana,Avenida,AV.INDEPENDENCIA,AV. CHACABUCO,-2.747.864,-5.881.473,0,2,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Niebla / Neblina,Niebla/Neblina,Funciona
194,48872,2018-08-26,07:10:00,Urbana,Avenida,AV LIBERTAD,J R FERNANDEZ,-2.746.674,-5.878.999,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
195,48950,2018-09-20,12:48:00,Urbana,Avenida,AV 3 DE ABRIL,SANTA FE,-2.747.626,-5.883.138,2,0,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona
196,49162,2018-12-12,18:50:00,Urbana,Calle,BOLIVAR,CATAMARCA,-2.747.121,-5.883.342,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Nublado,Buena,Funciona
197,48813,2018-08-04,13:18:00,Urbana,Avenida,YRIGOYEN,JUJUY,-2.746.939,-5.882.875,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona
198,48906,2018-09-04,18:45:00,Urbana,Calle,MADARIAGA,MISIONES,-2.748.256,-5.884.087,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Atardecer,SI,Despejado,Buena,Sin Semáforo
199,48943,2018-09-18,18:10:00,Urbana,Avenida,SAN JUAN,,-2.747.222,-5.883.719,2,0,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,,,Funciona
200,48983,2018-10-01,18:05:00,Urbana,Avenida,AVENIDA MAIPU,MADARIAGA,-2.748.513,-5.882.424,1,1,0,2,0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Atardecer,NO,Nublado,,Sin Semáforo
201,48816,2018-08-06,14:20:00,Urbana,Avenida,AV. PEDROFERRE,FERREIRA,-2.747.812,-5.881.846,1,1,0,2,0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo
