id_feu,siniestro_fecha,siniestro_hora,zona_ocurrencia,via_publica,nombre_via,entre_calle_1,latitud,longitud,ilesos,heridos,fallecidos,vehiculos,peatones,tipo_siniestro_unico,cantidad_de_involucrados,material_de_la_calzada,estado_de_la_calzada,estado_fisico_ambiental,luminosidad,luz_artificial,estado_ambiental,visibilidad,semaforo,anio,mes,dia
55767,2019-08-14,19:15:00,Urbana,Avenida,AVENIDA ARMENIA,JOSE LUIS SCHMIDT,-27.46824,-58.8042,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,2019,August,14
49399,2019-08-14,07:30:00,Urbana,Avenida,AV MAIPU,RUTA NACIONAL 12,-27.53056,-58.76183,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,2019,August,14
49460,2019-08-14,16:30:00,Urbana,Avenida,AV COSTANERA,QUEVEDO,-27.47073,-58.8543,0.0,1.0,0.0,1.0,0.0,Vuelco (solo 1 participante),1,Hormigón,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Sin Semáforo,2019,August,14
62900,2019-08-14,11:05:00,Urbana,Calle,SUIZA,REPÚBLICA DOMINICANA,-27.47616,-58.81068,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,14
49297,2019-08-14,09:00:00,Urbana,Calle,San Juan,RIVADAVIA,-27.47434,-58.83744,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,14
49497,2019-08-14,12:40:00,Urbana,Avenida,AV PUJOL,VELEZ SARSFIELD,-27.46847,-58.82012,0.0,1.0,0.0,1.0,0.0,Despiste,1,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,14
64875,2019-08-13,23:30:00,Urbana,Calle,SICILIA,MADRID,-27.45794,-58.78643,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Noche,NO,Despejado,Buena,Sin Semáforo,2019,August,13
54970,2019-08-13,12:10:00,Urbana,Avenida,AVENIDA INDEPENDENCIA,MEDRANO,-27.48174,-58.79847,0.0,2.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,2019,August,13
49490,2019-08-13,18:50:00,Urbana,Avenida,AV MAIPU,,-27.50064,-58.81359,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,2019,August,13
62912,2019-08-12,17:10:00,Urbana,Calle,IV CENTENARIO,TARAGUY,-27.49546,-58.83812,1.0,1.0,0.0,1.0,1.0,Atropello a peatón/es,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,12
53864,2019-08-12,08:45:00,Urbana,Avenida,AV 3 DE ABRIL,COSTANERA,-27.47329,-58.85558,1.0,2.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,2019,August,12
54499,2019-08-12,20:35:00,Urbana,Avenida,AV ARTIGAS,BOLIVAR,-27.47269,-58.81891,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,2019,August,12
49383,2019-08-12,17:50:00,Urbana,Avenida,2 DE abril,PATAGONIA,-27.492,-58.82794,2.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,,2019,August,12
53761,2019-08-12,07:00:00,Rural,Ruta Nacional,12,ACCESO AEREOPUERTO,-27.45185,-58.75536,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Nublado,Buena,Sin Semáforo,2019,August,12
49213,2019-08-12,00:30:00,Urbana,Calle,MORENO,VELEZ  SARFIELD.,-27.47479,-58.82091,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Mojada,Noche,,Nublado,Buena,Sin Semáforo,2019,August,12
53853,2019-08-12,08:26:00,Urbana,Calle,9 DE julio,ESPAÑA,-27.46704,-58.8291,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,12
56772,2019-08-11,06:50:00,Urbana,Avenida,AV R. ALFONSIN,NIÑO JESUS,-27.4741,-58.8014,0.0,1.0,0.0,1.0,0.0,Caída desde vehículo,1,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,11
57253,2019-08-10,06:20:00,Urbana,Avenida,AVENIDA ARMENIA,MEXICO,-27.46769,-58.81406,0.0,2.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Mojada,Amanecer,SI,Lluvia,,Sin Semáforo,2019,August,10
49356,2019-08-10,10:05:00,Urbana,Calle,SAN MARTIN,ESTADOS UNIDOS,-27.47207,-58.81436,0.0,2.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,,Día,NO,Nublado,Buena,Sin Semáforo,2019,August,10
62896,2019-08-10,18:20:00,Urbana,Avenida,CHACABUCO,NECOCHEA,-27.48212,-58.81546,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,10
52271,2019-08-10,12:44:00,Urbana,Avenida,AV CAZADORES CORRENTINO,JUAN JOSE PASO,-27.48723,-58.81208,0.0,1.0,0.0,1.0,0.0,Despiste,1,Hormigón,Apto,Despejada,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,10
53678,2019-08-10,06:00:00,Urbana,Calle,MISIONES,LAS HERAS,-27.48279,-58.81805,0.0,2.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,,Amanecer,SI,Nublado,Buena,Sin Semáforo,2019,August,10
49456,2019-08-10,17:00:00,Urbana,Avenida,AV TTE IBAÑEZ,GDOR VELAZCO,-27.48582,-58.83438,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Nublado,Buena,Sin Semáforo,2019,August,10
49482,2019-08-08,23:20:00,Urbana,Calle,PARAGUAY,JUNIN,-27.46851,-58.82663,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Lluvia,Buena,Sin Semáforo,2019,August,8
64884,2019-08-08,10:45:00,Urbana,Avenida,AV 3 DE ABRIL,BUENOS AIRES,-27.47498,-58.84119,2.0,0.0,0.0,2.0,0.0,Choque,2,Hormigón,,,Día,NO,Despejado,Buena,Funciona,2019,August,8
49210,2019-08-08,11:30:00,Urbana,Avenida,AV ARMENIA,QUINQUELA MARTIN,-27.46714,-58.79194,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo,2019,August,8
49341,2019-08-07,19:50:00,Urbana,Ruta Provincial,5,,-27.48817,-58.76347,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,,Sin Semáforo,2019,August,7
49410,2019-08-07,10:15:00,Urbana,Calle,LA RIOJA,BELGRANO,-27.47193,-58.83853,2.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Nublado,Buena,Sin Semáforo,2019,August,7
49505,2019-08-07,09:50:00,Urbana,Avenida,AVENIDA PONCHO VERDE,ROTONDA ESPAÑA,-27.46647,-58.82174,0.0,1.0,0.0,1.0,0.0,Vuelco (solo 1 participante),1,Hormigón,Apto,Mojada,Día,NO,Nublado,Buena,Sin Semáforo,2019,August,7
59879,2019-08-07,09:30:00,Urbana,Calle,YRIGOYEN,,-27.46974,-58.82547,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,,,,Despejado,Buena,Sin Semáforo,2019,August,7
54495,2019-08-07,17:15:00,Urbana,Avenida,AV LA PAZ,VIEDMA,-27.48845,-58.82569,1.0,2.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Atardecer,SI,Despejado,Buena,Sin Semáforo,2019,August,7
64183,2019-08-07,13:00:00,Urbana,Avenida,ARMENIA,LOS TILOS,-27.46918,-58.80033,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,,2019,August,7
49224,2019-08-07,08:24:00,Urbana,Calle,AV CHACABUCO,ÑAEMBE,-27.47967,-58.8149,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,7
64878,2019-08-07,09:00:00,Urbana,Calle,BOLIVAR,PARAGUAY,-27.47188,-58.82691,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,7
67485,2019-08-06,23:20:00,Urbana,Avenida,AV GDOR RUIZ,,-27.46749,-58.81324,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Funciona,2019,August,6
49202,2019-08-06,11:30:00,Urbana,Calle,LA RIOJA,25 DE mayo,-27.4641,-58.83776,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,,Buena,Sin Semáforo,2019,August,6
49552,2019-08-06,19:30:00,Urbana,Calle,BRASIL,,-27.47074,-58.8244,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,2019,August,6
56640,2019-08-05,10:00:00,Urbana,Avenida,AVENIDA 3 DE ABRIL,CORDOBA,-27.47603,-58.83552,0.0,2.0,0.0,1.0,1.0,Atropello a peatón/es,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,2019,August,5
49250,2019-08-05,12:45:00,Urbana,Avenida,AV LIBERTAD,LAPRIDA,-27.46599,-58.7874,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Funciona,2019,August,5
49351,2019-08-05,13:35:00,Urbana,Calle,CARLOS PELLEGRINI,ENTRE RIOS,-27.46468,-58.84419,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,5
58988,2019-08-05,19:20:00,Urbana,Calle,GDOR. PUJOL,PARAGUAY,-27.46324,-58.82667,3.0,0.0,0.0,3.0,0.0,Colisión entre vehículos,3,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,5
68872,2019-08-05,01:30:00,Urbana,Calle,MENDOZA,LAVALLE,-27.48421,-58.83719,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,"Despejada, Seca",Noche,SI,Nublado,Buena,Sin Semáforo,2019,August,5
49211,2019-08-04,06:00:00,Urbana,Ruta Provincial,RUTA PROVINCIAL N° 5,,-27.48478,-58.7769,0.0,1.0,0.0,1.0,0.0,Caída desde vehículo,1,Asfalto,Apto,"Despejada, Seca",Día,,Despejado,Buena,Sin Semáforo,2019,August,4
49520,2019-08-03,10:40:00,Urbana,Avenida,AVENIDA PUJOL,AVENIDA GDOR RUIZ,-27.46645,-58.82196,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,3
49553,2019-08-03,09:50:00,Urbana,Calle,YOFRE,LOS CONDORES,-27.50159,-58.81205,1.0,2.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,3
58540,2019-08-03,14:37:00,Urbana,Avenida,ARMENIA,,-27.46693,-58.79077,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,,Sin Semáforo,2019,August,3
58992,2019-08-03,08:30:00,Urbana,Avenida,ARMENIA,,-27.46746,-58.81183,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,2019,August,3
49268,2019-08-03,18:27:00,Urbana,Calle,F J DE LA QUINTANA,,-27.46359,-58.82951,3.0,0.0,0.0,3.0,0.0,Colisión entre vehículos,3,Asfalto,,Seca,Atardecer,NO,Despejado,Buena,Sin Semáforo,2019,August,3
49599,2019-08-01,09:20:00,Urbana,Calle,MADARIAGA,GOBERNADOR CASTILLO,-27.48234,-58.8427,0.0,2.0,0.0,2.0,0.0,Colisión entre vehículos,2,Tierra,Baches,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,August,1
53785,2019-08-01,23:45:00,Urbana,Avenida,AVENIDA CHACABUCO,LAMADRID,-27.48406,-58.81591,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Mojada,Noche,SI,Lluvia,Lluvia,Sin Semáforo,2019,August,1
49335,2019-07-30,09:30:00,Urbana,Calle,JUNIN,,-27.4687,-58.82555,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,30
49496,2019-07-29,08:15:00,Urbana,Avenida,AV 3 DE ABRIL,BAJADA DEL PUENTE,-27.47426,-58.84979,1.0,0.0,0.0,1.0,0.0,Vuelco (solo 1 participante),1,Hormigón,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo,2019,July,29
49472,2019-07-26,08:10:00,Urbana,Avenida,AVENIDA MAIPU,ASUNCION,-27.49118,-58.81981,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Funciona,2019,July,26
67697,2019-07-26,08:40:00,Urbana,Calle,25 DE mayo,CATAMARCA,-27.46463,-58.8327,2.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,26
49549,2019-07-25,15:20:00,Urbana,Calle,MEDRANO,NECOCHEA,-27.48431,-58.79892,1.0,2.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Nublado,Buena,Sin Semáforo,2019,July,25
53873,2019-07-25,11:15:00,Urbana,Avenida,AVENIDA PRESIDENTE PERON,TRENTO,-27.49038,-58.78012,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,25
68787,2019-07-24,19:30:00,Urbana,Calle,9 DE julio,URUGUAY,-27.507174352629253,-58.795389001325674,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Atardecer,NO,Despejado,Buena,Sin Semáforo,2019,July,24
49215,2019-07-24,09:40:00,Urbana,Calle,ESPAÑA,9 DE julio,-27.46698,-58.82913,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,24
49231,2019-07-24,15:00:00,Urbana,Avenida,RAUL ALFONSIN,,-27.47621,-58.79252,2.0,1.0,0.0,3.0,0.0,Colisión entre vehículos,3,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,24
49286,2019-07-23,07:15:00,Urbana,Avenida,AV PUJOL,JUAN PAMPIN,-27.46634,-58.82202,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,23
49296,2019-07-23,09:00:00,Urbana,Avenida,MAIPU,NUESTRA SEÑORA DE LA ASUNCION,-27.49124,-58.81985,0.0,2.0,0.0,1.0,0.0,Despiste,1,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Funciona,2019,July,23
49358,2019-07-22,02:35:00,Urbana,Avenida,AVENIDA ARTIGAS,BELGRANO,-27.47382,-58.81908,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,,Noche,SI,Despejado,Buena,Intermitente,2019,July,22
64181,2019-07-22,15:50:00,Urbana,Avenida,TRES DE ABRIL,ENTRE RIOS,-27.47467,-58.84479,2.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,2019,July,22
49417,2019-07-21,15:20:00,Urbana,Avenida,AVENIDA CHACABUCO,,-27.48299,-58.81557,0.0,1.0,0.0,1.0,0.0,Caída desde vehículo,1,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,No Funciona,2019,July,21
49369,2019-07-21,23:30:00,Urbana,Avenida,AV RAUL RICARDO ALFONSIN,,-27.47611,-58.79246,0.0,1.0,0.0,1.0,0.0,Despiste,1,Hormigón,Apto,Seca,Noche,NO,Despejado,,Sin Semáforo,2019,July,21
49606,2019-07-20,23:00:00,Urbana,Avenida,AV CHACABUCO,AV FERRE BANDA SUR,-27.47864,-58.8148,0.0,1.0,0.0,1.0,0.0,Colisión entre vehículos,1,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,2019,July,20
53206,2019-07-19,20:15:00,Urbana,Avenida,AVENIDA TENIENTE IBAÑEZ,,-27.4844,-58.82926,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,2019,July,19
64882,2019-07-19,10:30:00,Urbana,Avenida,AV 3 DE ABRIL,BUENOS AIRES,-27.47503,-58.84115,0.0,1.0,0.0,1.0,0.0,Vuelco (solo 1 participante),1,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,19
49345,2019-07-19,17:00:00,Urbana,Calle,PLACIDO MARTINEZ,,-27.46183,-58.83873,2.0,1.0,0.0,3.0,0.0,Colisión entre vehículos,3,Hormigón,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,Funciona,2019,July,19
49605,2019-07-19,10:40:00,Urbana,Calle,YRIGOYEN,ITUZAINGO,-27.47038,-58.819,1.0,2.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Mojada,,NO,Lluvia,Lluvia,Sin Semáforo,2019,July,19
49535,2019-07-17,12:10:00,Urbana,Calle,ESPAÑA,BOLIVAR,-27.47161,-58.82962,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Mojada,Día,NO,Lluvia,Lluvia,Sin Semáforo,2019,July,17
54594,2019-07-15,12:15:00,Urbana,Calle,SAN LORENZO,BOLIVAR,-27.47136,-58.83216,1.0,2.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,15
55800,2019-07-15,08:00:00,Urbana,Avenida,AVENIDA MAIPU,TILCARA,-27.50201,-58.81278,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,15
49282,2019-07-15,08:00:00,Urbana,Avenida,AV PUJOL,JUJUY,-27.46291,-58.82729,3.0,0.0,0.0,3.0,0.0,Colisión entre vehículos,3,Asfalto,Apto,Mojada,Día,NO,Nublado,Buena,Funciona,2019,July,15
67510,2019-07-14,09:10:00,Urbana,Avenida,AV ARMENIA,MARCOS SASTRE,-27.46758,-58.79401,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,"Despejada, Seca",Día,NO,Despejado,,Sin Semáforo,2019,July,14
68772,2019-07-14,07:32:00,Urbana,Avenida,INDEPENDENCIA,PEDRO ARAOZ,-27.48324,-58.7925,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Amanecer,NO,Despejado,,Sin Semáforo,2019,July,14
49307,2019-07-14,16:45:00,Urbana,Calle,AV MAIPU,NUESTRA SEÑORA DE ASUNCION,-27.4912,-58.81977,2.0,0.0,0.0,1.0,0.0,Colisión entre vehículos,1,Hormigón,Apto,"Despejada, Seca",Día,NO,Nublado,Buena,Funciona,2019,July,14
54768,2019-07-14,14:00:00,Urbana,Calle,GOBERNADOR MARTINEZ,COLOMBIA,-27.46925,-58.81647,3.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,14
57102,2019-07-13,10:05:00,Urbana,Avenida,RAFAELA,EL MAESTRO,-27.49723,-58.8272,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,13
49305,2019-07-13,09:15:00,Urbana,Avenida,AV PUJOL,AV VERA,-27.4614,-58.82908,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,13
49455,2019-07-13,07:30:00,Urbana,Avenida,AV ARTIGAS,BOLIVAR,-27.4716,-58.81863,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,,Amanecer,NO,Despejado,,Sin Semáforo,2019,July,13
49252,2019-07-13,07:00:00,Urbana,Avenida,AV. FERRE,ESPAÑA,-27.47657,-58.83019,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Funciona,2019,July,13
49586,2019-07-12,07:40:00,Urbana,Calle,H YRIGOYEN,ITUZAINGO,-27.47037,-58.81901,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,12
59870,2019-07-11,06:15:00,Urbana,Avenida,PAISANDU,COSQUIN,-27.49472,-58.82472,1.0,0.0,0.0,1.0,0.0,Choque,1,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,11
49325,2019-07-11,00:20:00,Urbana,Avenida,AVENIDA PATAGONIA,MATIAS PIPET,-27.49154,-58.83244,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,,Apto,Seca,Noche,,Despejado,Buena,Sin Semáforo,2019,July,11
49459,2019-07-10,08:40:00,Urbana,Avenida,AV FERRE,ROCA,-27.4773,-58.82368,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Nublado,Buena,Funciona,2019,July,10
52268,2019-07-10,19:45:00,Urbana,Avenida,AV PUJOL,ROCA,-27.46711,-58.82185,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Mojada,Noche,SI,Lluvia,Lluvia,Sin Semáforo,2019,July,10
52272,2019-07-10,13:00:00,Urbana,Calle,LAVALLE,BRASIL,-27.47813,-58.82519,0.0,1.0,0.0,1.0,0.0,Caída desde vehículo,1,Asfalto,Apto,Despejada,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,10
58476,2019-07-09,17:55:00,Urbana,Calle,SAN MARTIN,JUJUY,-27.47059,-58.82886,3.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,SI,Despejado,Buena,Sin Semáforo,2019,July,9
67477,2019-07-08,06:10:00,Urbana,Avenida,AV MAIPU,ASUNCION,-27.49124,-58.8198,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Amanecer,NO,Despejado,,Funciona,2019,July,8
55224,2019-07-07,18:00:00,Urbana,Calle,BRAILLE,RESOAGLI,-27.47889,-58.80429,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,7
56168,2019-07-07,08:10:00,Urbana,Calle,MORENO,SAN LUIS,-27.47266,-58.8434,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,7
59882,2019-07-06,09:00:00,Urbana,Calle,SARMIENTO,,-27.48249,-58.83085,0.0,1.0,0.0,1.0,0.0,Despiste,1,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,6
58986,2019-07-03,09:00:00,Urbana,Calle,QUINTANA,CATAMARCA,-27.46341,-58.83254,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,3
68821,2019-07-03,18:30:00,Urbana,Calle,RIVADAVIA,SAN LORENZO,-27.507174352629253,-58.795389001325674,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Despejada,Atardecer,NO,Despejado,Buena,Sin Semáforo,2019,July,3
49427,2019-07-03,06:40:00,Urbana,Calle,ACONCAGUA,LAS CANARIAS,-27.49851,-58.81595,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Amanecer,SI,Despejado,,Sin Semáforo,2019,July,3
49483,2019-07-03,18:50:00,Urbana,Avenida,AV RAUL R. ALFONSIN,RIO JURAMENTO,-27.47504,-58.79826,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,,Mojada,Noche,SI,Lluvia,Buena,Sin Semáforo,2019,July,3
68440,2019-07-02,09:00:00,Urbana,Calle,Lavalle,,-27.47814,-58.82517,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,"Despejada, Seca",Día,NO,Despejado,Buena,,2019,July,2
49311,2019-07-02,21:20:00,Urbana,Avenida,AV TTE IBAÑEZ,,-27.48441,-58.84698,1.0,1.0,0.0,1.0,1.0,Atropello a peatón/es,2,Asfalto,Apto,Seca,Noche,SI,Despejado,Buena,Sin Semáforo,2019,July,2
49270,2019-07-02,07:30:00,Urbana,Avenida,AV ASUNCION,LARREA,-27.48884,-58.81677,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,2
49431,2019-07-01,12:40:00,Urbana,Calle,BELGRANO,JUJUY,-27.47296,-58.82845,3.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,1
49348,2019-07-01,01:30:00,Urbana,Avenida,AVENIDA ARMENIA,CABO SANCHEZ,-27.46706,-58.80818,2.0,0.0,0.0,2.0,0.0,Colisión entre vehículos,2,Hormigón,Apto,Seca,Noche,SI,Despejado,,Sin Semáforo,2019,July,1
59875,2019-07-01,07:00:00,Urbana,Avenida,MEDRANO,LARREA,-27.49134,-58.79959,2.0,0.0,0.0,2.0,0.0,Choque,2,Hormigón,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,1
67701,2019-07-01,12:45:00,Urbana,Avenida,AV 3 DE ABRIL,GUTEMBERG,-27.47656,-58.83142,1.0,1.0,0.0,2.0,0.0,Colisión entre vehículos,2,Asfalto,Apto,Seca,Día,NO,Despejado,Buena,Sin Semáforo,2019,July,1
